,Unnamed: 0,year,rank,song,artist
3700,3700,1997,2,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly
3701,3701,1997,3,Don't Let Go (Love),En Vogue
3702,3702,1997,4,No Diggity,BLACKstreet (Featuring Dr. Dre)
3703,3703,1997,5,Nobody,Keith Sweat Featuring Athena Cage
3704,3704,1997,6,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston
3705,3705,1997,7,Mouth,Merril Bainbridge
3706,3706,1997,8,I'm Still In Love With You,New Edition
3707,3707,1997,9,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams
3708,3708,1997,10,Macarena (Bayside Boys Mix),Los Del Rio
3709,3709,1997,11,It's All Coming Back To Me Now,Celine Dion
3710,3710,1997,12,Pony,Ginuwine
3711,3711,1997,13,"Fly Like An Eagle (From ""Space Jam"")",Seal
3712,3712,1997,14,"Last Night (From ""The Nutty Professor"")",Az Yet
3713,3713,1997,15,When You Love A Woman,Journey
3714,3714,1997,16,If It Makes You Happy,Sheryl Crow
3715,3715,1997,17,Where Do You Go,No Mercy
3716,3716,1997,18,What Kind Of Man Would I Be,Mint Condition
3717,3717,1997,19,No Time,Lil' Kim Featuring Puff Daddy
3718,3718,1997,20,I Love You Always Forever,Donna Lewis
3719,3719,1997,21,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels"
3720,3720,1997,22,Falling,Montell Jordan
3721,3721,1997,23,Street Dreams,Nas
3722,3722,1997,24,"You Must Love Me (From ""Evita"")",Madonna
3723,3723,1997,25,Twisted,Keith Sweat
3724,3724,1997,26,Cold Rock A Party,MC Lyte
3725,3725,1997,27,"Tell Me (From ""Eddie"")",Dru Hill
3726,3726,1997,28,Foolish Games/You Were Meant For Me,Jewel
3727,3727,1997,29,Change The World,Eric Clapton
3728,3728,1997,30,This Is Your Night,Amber
3729,3729,1997,31,Ooh Aah... Just A Little Bit,Gina G
3730,3730,1997,32,You're Makin' Me High/Let It Flow,Toni Braxton
3731,3731,1997,33,Come See Me,112
3732,3732,1997,34,Between You And Me,dc Talk
3733,3733,1997,35,Steelo,702
3734,3734,1997,36,ATLiens,OutKast
3735,3735,1997,37,Counting Blue Cars,Dishwalla
3736,3736,1997,38,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg
3737,3737,1997,39,Key West Intermezzo (I Saw You First),John Mellencamp
3738,3738,1997,40,You Learn/You Oughta Know,Alanis Morissette
3739,3739,1997,41,"Space Jam (From ""Space Jam"")",Quad City DJ's
3740,3740,1997,42,When You're Gone/Free To Decide,The Cranberries
3741,3741,1997,43,Let's Make A Night To Remember,Bryan Adams
3742,3742,1997,44,Bow Down,Westside Connection
3743,3743,1997,45,My Boo,Ghost Town DJ's
3744,3744,1997,46,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound
3745,3745,1997,47,Thirty-Three,The Smashing Pumpkins
3746,3746,1997,48,Loungin,LL Cool J
3747,3747,1997,49,Knocks Me Off My Feet,Donell Jones
3748,3748,1997,50,"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan"
3749,3749,1997,51,If Your Girl Only Knew,Aaliyah
3750,3750,1997,52,Without Love,Donna Lewis
3751,3751,1997,53,I Like It,The Blackout Allstars
3752,3752,1997,54,I'm Not Giving You Up,Gloria Estefan
3753,3753,1997,55,If We Fall In Love Tonight,Rod Stewart
3754,3754,1997,56,It's Your Body,Johnny Gill Featuring Roger Troutman
3755,3755,1997,57,Macarena Christmas,Los Del Rio
3756,3756,1997,58,Little Bitty,Alan Jackson
3757,3757,1997,59,When Boy Meets Girl,Total
3758,3758,1997,60,"How Could You (From ""Bulletproof"")",K-Ci & JoJo
3759,3759,1997,61,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J
3760,3760,1997,62,Barely Breathing,Duncan Sheik
3761,3761,1997,63,Desperately Wanting,Better Than Ezra
3762,3762,1997,64,I Fell In Love,Rockell
3763,3763,1997,65,Sittin' On Top Of The World,Da Brat
3764,3764,1997,66,Hero Of The Day,Metallica
3765,3765,1997,67,"Bohemian Rhapsody (From ""High School High"")",The Braids
3766,3766,1997,68,The Moment,Kenny G
3767,3767,1997,69,Naked Eye,Luscious Jackson
3768,3768,1997,70,Sugar Honey Ice Tea,Goodfellaz
3769,3769,1997,71,Hit Me Off,New Edition
3770,3770,1997,72,Jellyhead,Crush
3771,3771,1997,73,Bittersweet Me,R.E.M.
3772,3772,1997,74,Let's Ride,Richie Rich
3773,3773,1997,75,God Bless The Child,Shania Twain
3774,3774,1997,76,Tonight Is The Night,Le Click
3775,3775,1997,77,Nowhere To Go,Melissa Etheridge
3776,3776,1997,78,Every Light In The House,Trace Adkins
3777,3777,1997,79,Friends,John Michael Montgomery
3778,3778,1997,80,I Can Make It Better,Luther Vandross
3779,3779,1997,81,At Night I Pray,Wild Orchid
3780,3780,1997,82,All I Want,Susanna Hoffs
3781,3781,1997,83,I Luv U Baby,The Original
3782,3782,1997,84,Da' Dip,Freak Nasty
3783,3783,1997,85,One And One,Robert Miles Featuring Maria Nayler
3784,3784,1997,86,"That Thing You Do! (From ""That Thing You Do!"")",The Wonders
3785,3785,1997,87,"What's Love Got To Do With It (From ""Supercop"")",Warren G Featuring Adina Howard
3786,3786,1997,88,Leavin',The Tony Rich Project
3787,3787,1997,89,Dance Into The Light,Phil Collins
3788,3788,1997,90,Luchini aka (This Is It),Camp Lo
3789,3789,1997,91,Music Makes Me High,Lost Boyz
3790,3790,1997,92,Get Up,Lost Boyz
3791,3791,1997,93,Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush
3792,3792,1997,94,Let's Get The Mood Right,Johnny Gill
3793,3793,1997,95,Lady,Mista
3794,3794,1997,96,You Don't Have To Love Me,Monifah
3795,3795,1997,97,You Can Make History (Young Again),Elton John
3796,3796,1997,98,The Sound Of My Tears,Deborah Cox
3797,3797,1997,99,Birmingham,Amanda Marshall
3798,3798,1997,100,That's How It Is (It's Like That),Redman Featuring K-Solo
3799,3799,1998,1,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John
3800,3800,1998,2,Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase)
3801,3801,1998,3,How Do I Live,LeAnn Rimes
3802,3802,1998,4,Together Again,Janet
3803,3803,1998,5,My Body,LSG
3804,3804,1998,6,You Make Me Wanna...,Usher
3805,3805,1998,7,Truly Madly Deeply,Savage Garden
3806,3806,1998,8,Feel So Good,Mase
3807,3807,1998,9,A Song For Mama,Boyz II Men
3808,3808,1998,10,Show Me Love,Robyn
3809,3809,1998,11,I Will Come To You,Hanson
3810,3810,1998,12,My Love Is The Shhh!,Somethin' For The People Featuring Trina & Tamara
3811,3811,1998,13,Tubthumping,Chumbawamba
3812,3812,1998,14,We're Not Making Love No More,Dru Hill
3813,3813,1998,15,I Don't Ever Want To See You Again,Uncle Sam
3814,3814,1998,16,The One I Gave My Heart To,Aaliyah
3815,3815,1998,17,I Don't Want To Wait,Paula Cole
3816,3816,1998,18,Butta Love,Next
3817,3817,1998,19,Spice Up Your Life,Spice Girls
3818,3818,1998,20,Sock It 2 Me,"Missy ""Misdemeanor"" Elliott Featuring Da Brat"
3819,3819,1998,21,All Cried Out,Allure Featuring 112
3820,3820,1998,22,I Do,Lisa Loeb
3821,3821,1998,23,How's It Going To Be,Third Eye Blind
3822,3822,1998,24,Lollipop (Candyman),Aqua
3823,3823,1998,25,4 Seasons Of Loneliness,Boyz II Men
3824,3824,1998,26,Foolish Games/You Were Meant For Me,Jewel
3825,3825,1998,27,What About Us,Total
3826,3826,1998,28,Semi-Charmed Life,Third Eye Blind
3827,3827,1998,29,Quit Playing Games (With My Heart),Backstreet Boys
3828,3828,1998,30,"No, No, No",Destiny's Child
3829,3829,1998,31,Criminal,Fiona Apple
3830,3830,1998,32,Going Back To Cali,The Notorious B.I.G.
3831,3831,1998,33,Heaven,Nu Flavor
3832,3832,1998,34,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase
3833,3833,1998,35,All For You,Sister Hazel
3834,3834,1998,36,Breaking All The Rules,She Moves
3835,3835,1998,37,If I Could Teach The World,Bone Thugs-N-Harmony
3836,3836,1998,38,The Memory Remains,Metallica
3837,3837,1998,39,Building A Mystery,Sarah McLachlan
3838,3838,1998,40,Honey,Mariah Carey
3839,3839,1998,41,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112
3840,3840,1998,42,No Tengo Dinero,Los Umbrellos
3841,3841,1998,43,Don't Be Stupid (You Know I Love You),Shania Twain
3842,3842,1998,44,They Like It Slow,H-Town
3843,3843,1998,45,Kiss The Rain,Billie Myers
3844,3844,1998,46,2 Become 1,Spice Girls
3845,3845,1998,47,Invisible Man,98 Degrees
3846,3846,1998,48,At The Beginning,Richard Marx & Donna Lewis
3847,3847,1998,49,Sunny Came Home,Shawn Colvin
3848,3848,1998,50,I Care 'Bout You,Milestone
3849,3849,1998,51,You Light Up My Life,LeAnn Rimes
3850,3850,1998,52,Everything,Mary J. Blige
3851,3851,1998,53,32 Flavors,Alana Davis
3852,3852,1998,54,Love Gets Me Every Time,Shania Twain
3853,3853,1998,55,What If,Reba McEntire
3854,3854,1998,56,Legend Of A Cowgirl,Imani Coppola
3855,3855,1998,57,Still Waters (Run Deep),Bee Gees
3856,3856,1998,58,Just Clownin',WC From Westside Connection
3857,3857,1998,59,So Help Me Girl,Gary Barlow
3858,3858,1998,60,Roxanne `97 - Puff Daddy Remix,Sting & The Police
3859,3859,1998,61,I Miss My Homies,Master P Featuring Pimp C And The Shocker
3860,3860,1998,62,Tuck Me In,Kimberly Scott
3861,3861,1998,63,You're Not Alone,Olive
3862,3862,1998,64,I'm Not A Player,Big Punisher
3863,3863,1998,65,So Good,Davina
3864,3864,1998,66,I'm Afraid Of Americans,David Bowie
3865,3865,1998,67,Santa's A Fat Bitch,Insane Clown Posse
3866,3866,1998,68,Backyard Boogie,Mack 10
3867,3867,1998,69,You Should Be Mine (Don't Waste Your Time),Brian McKnight Featuring Mase
3868,3868,1998,70,Say You'll Stay,KAI
3869,3869,1998,71,Swing My Way,K.P. & Envyi
3870,3870,1998,72,Last Night's Letter,K-Ci & JoJo
3871,3871,1998,73,Don't Stop The Music,Playa
3872,3872,1998,74,One More Night,Amber
3873,3873,1998,75,Around The World,Daft Punk
3874,3874,1998,76,Something That We Do,Clint Black
3875,3875,1998,77,I Wonder If Heaven Got A Ghetto,2Pac
3876,3876,1998,78,Deja Vu [Uptown Baby],Lord Tariq & Peter Gunz
3877,3877,1998,79,"Too Gone, Too Long",En Vogue
3878,3878,1998,80,L-L-Lies,Diana King
3879,3879,1998,81,Mourn You Til I Join You,Naughty By Nature
3880,3880,1998,82,Valentine,Martina McBride With Jim Brickman
3881,3881,1998,83,In Harm's Way,BeBe Winans
3882,3882,1998,84,The Rest Of Mine,Trace Adkins
3883,3883,1998,85,Did I Shave My Legs For This?,Deana Carter
3884,3884,1998,86,"4, 3, 2, 1","LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P"
3885,3885,1998,87,Love Of My Life,Sammy Kershaw
3886,3886,1998,88,Only If...,Enya
3887,3887,1998,89,You Know My Steez,Gang Starr
3888,3888,1998,90,All Of My Days,Changing Faces (Featuring Jay-Z)
3889,3889,1998,91,Ain't That Just The Way,Lutricia McNeal
3890,3890,1998,92,Have A Little Mercy,4.0
3891,3891,1998,93,What If I Said,Anita Cochran (Duet With Steve Wariner)
3892,3892,1998,94,Man Behind The Music,Queen Pen Featuring Teddy Riley
3893,3893,1998,95,I'm So Happy I Can't Stop Crying,Toby Keith With Sting
3894,3894,1998,96,Smack My Bitch Up,The Prodigy
3895,3895,1998,97,Don't Go,Le Click Featuring Kayo
3896,3896,1998,98,Up & Down,Billy Lawrence
3897,3897,1998,99,Doin' Time,Sublime
3898,3898,1998,100,Brian Wilson,Barenaked Ladies
3899,3899,1999,1,I'm Your Angel,R. Kelly & Celine Dion
3900,3900,1999,2,Nobody's Supposed To Be Here,Deborah Cox
3901,3901,1999,3,Lately,Divine
3902,3902,1999,4,...Baby One More Time,Britney Spears
3903,3903,1999,5,Because Of You,98 Degrees
3904,3904,1999,6,From This Moment On,Shania Twain
3905,3905,1999,7,Doo Wop (That Thing),Lauryn Hill
3906,3906,1999,8,Trippin',Total Featuring Missy Elliott
3907,3907,1999,9,Have You Ever?,Brandy
3908,3908,1999,10,Love Like This,Faith Evans
3909,3909,1999,11,Goodbye,Spice Girls
3910,3910,1999,12,Lullaby,Shawn Mullins
3911,3911,1999,13,Save Tonight,Eagle-Eye Cherry
3912,3912,1999,14,This Kiss,Faith Hill
3913,3913,1999,15,Hands,Jewel
3914,3914,1999,16,Slide,Goo Goo Dolls
3915,3915,1999,17,Jumper,Third Eye Blind
3916,3916,1999,18,Love Me,112 Featuring Mase
3917,3917,1999,19,I Don't Want To Miss A Thing,Mark Chesnutt
3918,3918,1999,20,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja
3919,3919,1999,21,Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony
3920,3920,1999,22,Iris,Goo Goo Dolls
3921,3921,1999,23,The First Night,Monica
3922,3922,1999,24,Take Me There,BLACKstreet & Mya Featuring Mase & Blinky Blink
3923,3923,1999,25,Angel,Sarah McLachlan
3924,3924,1999,26,I'll Be,Edwin McCain
3925,3925,1999,27,My Favorite Mistake,Sheryl Crow
3926,3926,1999,28,How Deep Is Your Love,Dru Hill Featuring Redman
3927,3927,1999,29,Miami,Will Smith
3928,3928,1999,30,Pushin' Weight,Ice Cube Featuring Mr. Short Khop
3929,3929,1999,31,These Are The Times,Dru Hill
3930,3930,1999,32,Thank U,Alanis Morissette
3931,3931,1999,33,Touch It,Monifah
3932,3932,1999,34,Inside Out,Eve 6
3933,3933,1999,35,(God Must Have Spent) A Little More Time On You,'N Sync
3934,3934,1999,36,Angel Of Mine,Monica
3935,3935,1999,37,One Week,Barenaked Ladies
3936,3936,1999,38,Hard Knock Life (Ghetto Anthem),JAY-Z
3937,3937,1999,39,Too Close,Next
3938,3938,1999,40,Hold Me,Brian McKnight Featuring Tone & Kobe Bryant
3939,3939,1999,41,All The Places (I Will Kiss You),Aaron Hall
3940,3940,1999,42,You're Beginning To Get To Me,Clay Walker
3941,3941,1999,43,The Power Of Good-Bye,Madonna
3942,3942,1999,44,Changes,2Pac
3943,3943,1999,45,There You Have It,BlackHawk
3944,3944,1999,46,Someone You Used To Know,Collin Raye
3945,3945,1999,47,Are You That Somebody?,Aaliyah
3946,3946,1999,48,Wrong Again,Martina McBride
3947,3947,1999,49,You're Easy On The Eyes,Terri Clark
3948,3948,1999,50,You Get What You Give,New Radicals
3949,3949,1999,51,Right On The Money,Alan Jackson
3950,3950,1999,52,Fly Away,Lenny Kravitz
3951,3951,1999,53,For You I Will,Aaron Tippin
3952,3952,1999,54,No Place That Far,Sara Evans
3953,3953,1999,55,"Spirit Of A Boy, Wisdom Of A Man",Randy Travis
3954,3954,1999,56,Come And Get With Me,Keith Sweat Featuring Snoop Dogg
3955,3955,1999,57,Pretty Fly (For A White Guy),The Offspring
3956,3956,1999,58,Believe,Cher
3957,3957,1999,59,Rosa Parks,OutKast
3958,3958,1999,60,Husbands And Wives,Brooks & Dunn
3959,3959,1999,61,For A Little While,Tim McGraw
3960,3960,1999,62,Let Me Let Go,Faith Hill
3961,3961,1999,63,Stand Beside Me,Jo Dee Messina
3962,3962,1999,64,When You Believe,Whitney Houston & Mariah Carey
3963,3963,1999,65,Hold On To Me,John Michael Montgomery
3964,3964,1999,66,It's All Been Done,Barenaked Ladies
3965,3965,1999,67,Sweetest Thing,U2
3966,3966,1999,68,Fly (The Angel Song),The Wilkinsons
3967,3967,1999,69,Wherever You Go,Voices Of Theory
3968,3968,1999,70,When A Woman's Fed Up,R. Kelly
3969,3969,1999,71,Wrong Night,Reba
3970,3970,1999,72,Unbelievable,Diamond Rio
3971,3971,1999,73,Westside,TQ
3972,3972,1999,74,It's The Things You Do,Five
3973,3973,1999,75,What It's Like,Everlast
3974,3974,1999,76,Back 2 Good,matchbox 20
3975,3975,1999,77,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price
3976,3976,1999,78,Wide Open Spaces,Dixie Chicks
3977,3977,1999,79,"Luv Me, Luv Me",Shaggy Featuring Janet
3978,3978,1999,80,The Chanukah Song,Adam Sandler
3979,3979,1999,81,Angel In Disguise,Brandy
3980,3980,1999,82,I Don't Want To Miss A Thing,Aerosmith
3981,3981,1999,83,Father Of Mine,Everclear
3982,3982,1999,84,Never There,Cake
3983,3983,1999,85,It Must Be Love,Ty Herndon
3984,3984,1999,86,Faded Pictures,Case & Joe
3985,3985,1999,87,Home Alone,R. Kelly Featuring Keith Murray
3986,3986,1999,88,Hooch,Everything
3987,3987,1999,89,We Really Shouldn't Be Doing This,George Strait
3988,3988,1999,90,Fire Escape,Fastball
3989,3989,1999,91,My Little Secret,Xscape
3990,3990,1999,92,Don't Laugh At Me,Mark Wills
3991,3991,1999,93,Celebrity Skin,Hole
3992,3992,1999,94,Can't Get Enough,Willie Max Featuring Raphael Saadiq
3993,3993,1999,95,Talk Show Shhh!,Shae Jones
3994,3994,1999,96,How Do You Fall In Love,Alabama
