,Unnamed: 0,year,rank,song,artist
6000,6000,2020,2,Rockin' Around The Christmas Tree,Brenda Lee
6001,6001,2020,3,Jingle Bell Rock,Bobby Helms
6002,6002,2020,4,A Holly Jolly Christmas,Burl Ives
6003,6003,2020,5,Circles,Post Malone
6004,6004,2020,6,Roxanne,Arizona Zervas
6005,6005,2020,7,It's The Most Wonderful Time Of The Year,Andy Williams
6006,6006,2020,8,Someone You Loved,Lewis Capaldi
6007,6007,2020,9,Memories,Maroon 5
6008,6008,2020,10,Good As Hell,Lizzo
6009,6009,2020,11,Last Christmas,Wham!
6010,6010,2020,12,Feliz Navidad,Jose Feliciano
6011,6011,2020,13,The Box,Roddy Ricch
6012,6012,2020,14,Dance Monkey,Tones And I
6013,6013,2020,15,"Let It Snow, Let It Snow, Let It Snow",Dean Martin
6014,6014,2020,16,The Christmas Song (Merry Christmas To You),Nat King Cole
6015,6015,2020,17,"10,000 Hours",Dan + Shay & Justin Bieber
6016,6016,2020,18,Lose You To Love Me,Selena Gomez
6017,6017,2020,19,Ballin',Mustard & Roddy Ricch
6018,6018,2020,20,BOP,DaBaby
6019,6019,2020,21,Sleigh Ride,The Ronettes
