,Unnamed: 0,year,rank,song,artist
1860,1860,1978,62,Sweet Music Man,Kenny Rogers
1861,1861,1978,63,I Love You,Donna Summer
1862,1862,1978,64,Happy Anniversary,Little River Band
1863,1863,1978,65,You Make Me Crazy,Sammy Hagar
1864,1864,1978,66,Thunder Island,Jay Ferguson
1865,1865,1978,67,The Name Of The Game,ABBA
1866,1866,1978,68,Mind Bender,Stillwater
1867,1867,1978,69,God Only Knows,Marilyn Scott
1868,1868,1978,70,Rockaway Beach,Ramones
1869,1869,1978,71,"Theme From ""Close Encounters Of The Third Kind""",John Williams
1870,1870,1978,72,Any Way You Want Me,The Sylvers
1871,1871,1978,73,"Curious Mind (Um, Um, Um, Um, Um, Um)",Johnny Rivers
1872,1872,1978,74,Was Dog A Doughnut,Cat Stevens
1873,1873,1978,75,Lay Down Sally,Eric Clapton
1874,1874,1978,76,Don't Ask My Neighbors,The Emotions
1875,1875,1978,77,It's Ecstasy When You Lay Down Next To Me,Barry White
1876,1876,1978,78,Always And Forever,Heatwave
1877,1877,1978,79,Galaxy,War
1878,1878,1978,80,Ooh Boy,Rose Royce
1879,1879,1978,81,"If It Don't Fit, Don't Force It",Kellee Patterson
