,Unnamed: 0,year,rank,song,artist
1940,1940,1979,42,Love Don't Live Here Anymore,Rose Royce
1941,1941,1979,43,You Took The Words Right Out Of My Mouth,Meat Loaf
1942,1942,1979,44,One Last Kiss,The J. Geils Band
1943,1943,1979,45,Shattered,The Rolling Stones
1944,1944,1979,46,Baby I'm Burnin',Dolly Parton
1945,1945,1979,47,You Thrill Me,Exile
1946,1946,1979,48,The Dream Never Dies,Cooper Brothers
1947,1947,1979,49,You Need A Woman Tonight,Captain & Tennille
1948,1948,1979,50,Radioactive,Gene Simmons
1949,1949,1979,51,Strange Way,Firefall
1950,1950,1979,52,How Much I Feel,Ambrosia
1951,1951,1979,53,Dancin' Shoes,Nigel Olsson
1952,1952,1979,54,No Tell Lover,Chicago
1953,1953,1979,55,I Don't Wanna Lose You,Daryl Hall John Oates
1954,1954,1979,56,Straight On,Heart
1955,1955,1979,57,Shake Your Groove Thing,Peaches & Herb
1956,1956,1979,58,"Blue Morning, Blue Day",Foreigner
1957,1957,1979,59,Sweet Life,Paul Davis
1958,1958,1979,60,Lost In Your Love,John Paul Young
1959,1959,1979,61,I Will Survive,Gloria Gaynor
