,Unnamed: 0,year,rank,song,artist
2240,2240,1982,42,Sweet Dreams,Air Supply
2241,2241,1982,43,The Old Songs,Barry Manilow
2242,2242,1982,44,Love In The First Degree,Alabama
2243,2243,1982,45,Arthur's Theme (Best That You Can Do),Christopher Cross
2244,2244,1982,46,If I Were You,Lulu
2245,2245,1982,47,Key Largo,Bertie Higgins
2246,2246,1982,48,Let Me Love You Once,Greg Lake
2247,2247,1982,49,No Reply At All,Genesis
2248,2248,1982,50,Never Too Much,Luther Vandross
2249,2249,1982,51,My Kinda Lover,Billy Squier
2250,2250,1982,52,Wrack My Brain,Ringo Starr
2251,2251,1982,53,Tryin' To Live My Life Without You,Bob Seger
2252,2252,1982,54,All Our Tomorrows,Eddie Schwartz
2253,2253,1982,55,Poor Man's Son,Survivor
2254,2254,1982,56,Breakin' Away,Al Jarreau
2255,2255,1982,57,The Theme From Hill Street Blues,Mike Post featuring Larry Carlton
2256,2256,1982,58,Little Darlin',Sheila
2257,2257,1982,59,Falling In Love,Balance
2258,2258,1982,60,Could It Be Love,Jennifer Warnes
2259,2259,1982,61,Sea Of Love,Del Shannon
