,Unnamed: 0,year,rank,song,artist
5300,5300,2013,2,Diamonds,Rihanna
5301,5301,2013,3,Ho Hey,The Lumineers
5302,5302,2013,4,I Knew You Were Trouble.,Taylor Swift
5303,5303,2013,5,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj
5304,5304,2013,6,Die Young,Ke$ha
5305,5305,2013,7,One More Night,Maroon 5
5306,5306,2013,8,I Cry,Flo Rida
5307,5307,2013,9,Home,Phillip Phillips
5308,5308,2013,10,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz
5309,5309,2013,11,Don't You Worry Child,Swedish House Mafia Featuring John Martin
5310,5310,2013,12,Scream & Shout,will.i.am & Britney Spears
5311,5311,2013,13,Try,P!nk
5312,5312,2013,14,Some Nights,fun.
5313,5313,2013,15,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo
5314,5314,2013,16,Girl On Fire,Alicia Keys Featuring Nicki Minaj
5315,5315,2013,17,The A Team,Ed Sheeran
5316,5316,2013,18,It's Time,Imagine Dragons
5317,5317,2013,19,Gangnam Style,PSY
5318,5318,2013,20,Swimming Pools (Drank),Kendrick Lamar
5319,5319,2013,21,All I Want For Christmas Is You,Mariah Carey
