,Unnamed: 0,year,rank,song,artist
1020,1020,1970,21,These Eyes,Jr. Walker & The All Stars
1021,1021,1970,22,Evil Woman Don't Play Your Games With Me,CROW
1022,1022,1970,23,"Yester-Me, Yester-You, Yesterday",Stevie Wonder
1023,1023,1970,24,Friendship Train,Gladys Knight And The Pips
1024,1024,1970,25,Up On Cripple Creek,The Band
1025,1025,1970,26,Smile A Little Smile For Me,The Flying Machine
1026,1026,1970,27,A Brand New Me,Dusty Springfield
1027,1027,1970,28,She,Tommy James And The Shondells
1028,1028,1970,29,Without Love (There Is Nothing),Tom Jones
1029,1029,1970,30,"Baby, I'm For Real",The Originals
1030,1030,1970,31,Ain't It Funky Now (Part 1),James Brown
1031,1031,1970,32,Wedding Bell Blues,The 5th Dimension
1032,1032,1970,33,Cold Turkey,Plastic Ono Band
1033,1033,1970,34,Cherry Hill Park,Billy Joe Royal
1034,1034,1970,35,Winter World Of Love,Engelbert Humperdinck
1035,1035,1970,36,Heaven Knows,The Grass Roots
1036,1036,1970,37,"Wonderful World, Beautiful People",Jimmy Cliff
1037,1037,1970,38,She Belongs To Me,Rick Nelson
1038,1038,1970,39,Point It Out,Smokey Robinson & The Miracles
1039,1039,1970,40,I'll Never Fall In Love Again,Dionne Warwick
