,Unnamed: 0,year,rank,song,artist
4380,4380,2003,82,Come Close To Me,Common Featuring Mary J. Blige
4381,4381,2003,83,Through The Rain,Mariah Carey
4382,4382,2003,84,Somewhere Out There,Our Lady Peace
4383,4383,2003,85,All The Things She Said,t.A.T.u.
4384,4384,2003,86,Cry,Faith Hill
4385,4385,2003,87,Thug Holiday,Trick Daddy Featuring LaTocha Scott
4386,4386,2003,88,Girl Talk,TLC
4387,4387,2003,89,Rock The Party,Benzino
4388,4388,2003,90,From Tha Chuuuch To Da Palace,Snoop Dogg
4389,4389,2003,91,Come Into My World,Kylie Minogue
4390,4390,2003,92,I'm Gonna Getcha Good!,Shania Twain
4391,4391,2003,93,Hit The Freeway,Toni Braxton Featuring Loon
4392,4392,2003,94,Blowin' Me Up (With Her Love),JC Chasez
4393,4393,2003,95,Single For The Rest Of My Life,Isyss
4394,4394,2003,96,Breathe,Telepopmusik
4395,4395,2003,97,Goodbye To You,Michelle Branch
4396,4396,2003,98,These Are The Days,O-Town
4397,4397,2003,99,Every River,Brooks & Dunn
4398,4398,2003,100,My Town,Montgomery Gentry
4399,4399,2004,1,Hey Ya!,OutKast
