,Unnamed: 0,year,rank,song,artist
520,520,1965,21,I'm Into Something Good,Herman's Hermits
521,521,1965,22,"Dance, Dance, Dance",The Beach Boys
522,522,1965,23,Leader Of The Laundromat,The Detergents
523,523,1965,24,Oh No Not My Baby,Maxine Brown
524,524,1965,25,Thou Shalt Not Steal,Dick and DeeDee
525,525,1965,26,As Tears Go By,Marianne Faithfull
526,526,1965,27,Dear Heart,Andy Williams
527,527,1965,28,Too Many Fish In The Sea,The Marvelettes
528,528,1965,29,Mountain Of Love,Johnny Rivers
529,529,1965,30,Saturday Night At The Movies,The Drifters
530,530,1965,31,Don't Forget I Still Love You,Bobbi Martin
531,531,1965,32,I'm Gonna Be Strong,Gene Pitney
532,532,1965,33,Dear Heart,Jack Jones
533,533,1965,34,One More Time,The Ray Charles Singers
534,534,1965,35,She Understands Me,Johnny Tillotson
535,535,1965,36,Walking In The Rain,The Ronettes
536,536,1965,37,Walk Away,Matt Monro
537,537,1965,38,Wild One,Martha & The Vandellas
538,538,1965,39,Do-Wacka-Do,Roger Miller
539,539,1965,40,Hold What You've Got,Joe Tex
