,Unnamed: 0,year,rank,song,artist
1980,1980,1979,82,A Little Lovin' (Keeps The Doctor Away),The Raes
1981,1981,1979,83,Who Do Ya Love,KC And The Sunshine Band
1982,1982,1979,84,Haven't Stopped Dancing Yet,Gonzalez
1983,1983,1979,85,Get Down,Gene Chandler
1984,1984,1979,86,I Don't Know If It's Right,"Evelyn ""Champagne"" King"
1985,1985,1979,87,Need You Bad,Ted Nugent
1986,1986,1979,88,Lady,Little River Band
1987,1987,1979,89,Ain't That Enough For You,John Davis And The Monster Orchestra
1988,1988,1979,90,Mary's Boy Child / Oh My Lord,Boney M.
1989,1989,1979,91,I'm Gonna Make You Love Me,The Blend
1990,1990,1979,92,In The Bush,Musique
1991,1991,1979,93,Your Sweetness Is My Weakness,Barry White
1992,1992,1979,94,Alive Again,Chicago
1993,1993,1979,95,I Believe You,Carpenters
1994,1994,1979,96,You Needed Me,Anne Murray
1995,1995,1979,97,Hot Child In The City,Nick Gilder
1996,1996,1979,98,Mañana,Jimmy Buffett
1997,1997,1979,99,Light The Sky On Fire,Jefferson Starship
1998,1998,1979,100,Got To Have Loving,Don Ray
1999,1999,1980,1,Please Don't Go,KC And The Sunshine Band
