,Unnamed: 0,year,rank,song,artist
2300,2300,1983,2,Mickey,Toni Basil
2301,2301,1983,3,The Girl Is Mine,Michael Jackson And Paul McCartney
2302,2302,1983,4,Dirty Laundry,Don Henley
2303,2303,1983,5,Gloria,Laura Branigan
2304,2304,1983,6,Steppin' Out,Joe Jackson
2305,2305,1983,7,Sexual Healing,Marvin Gaye
2306,2306,1983,8,Down Under,Men At Work
2307,2307,1983,9,Rock This Town,Stray Cats
2308,2308,1983,10,Truly,Lionel Richie
2309,2309,1983,11,It's Raining Again,Supertramp Featuring Roger Hodgson
2310,2310,1983,12,Heartbreaker,Dionne Warwick
2311,2311,1983,13,Shadows Of The Night,Pat Benatar
2312,2312,1983,14,Africa,Toto
2313,2313,1983,15,Rock The Casbah,The Clash
2314,2314,1983,16,You And I,Eddie Rabbitt With Crystal Gayle
2315,2315,1983,17,"Baby, Come To Me",Patti Austin A Duet With James Ingram
2316,2316,1983,18,The Other Guy,Little River Band
2317,2317,1983,19,The Look Of Love (Part One),ABC
2318,2318,1983,20,You Can't Hurry Love,Phil Collins
2319,2319,1983,21,Up Where We Belong,Joe Cocker And Jennifer Warnes
