,Unnamed: 0,year,rank,song,artist
3020,3020,1990,22,I Remember You,Skid Row
3021,3021,1990,23,Rock And A Hard Place,The Rolling Stones
3022,3022,1990,24,Janie's Got A Gun,Aerosmith
3023,3023,1990,25,I'll Be Good To You,Quincy Jones Featuring Ray Charles & Chaka Khan
3024,3024,1990,26,Tender Lover,Babyface
3025,3025,1990,27,Peace In Our Time,Eddie Money
3026,3026,1990,28,Love Shack,The B-52s
3027,3027,1990,29,What Kind Of Man Would I Be?,Chicago
3028,3028,1990,30,Don't Close Your Eyes,KIX
3029,3029,1990,31,Tell Me Why,Expose
3030,3030,1990,32,Opposites Attract,Paula Abdul (Duet With The Wild Pair)
3031,3031,1990,33,(It's Just) The Way That You Love Me,Paula Abdul
3032,3032,1990,34,Was It Nothing At All,Michael Damian
3033,3033,1990,35,Principal's Office,Young M.C.
3034,3034,1990,36,Bust A Move,Young M.C.
3035,3035,1990,37,Kickstart My Heart,Motley Crue
3036,3036,1990,38,When I See You Smile,Bad English
3037,3037,1990,39,Steamy Windows,Tina Turner
3038,3038,1990,40,Dangerous,Roxette
3039,3039,1990,41,I Want You,Shana
