,Unnamed: 0,year,rank,song,artist
3060,3060,1990,62,I Will Survive,SaFire
3061,3061,1990,63,The Arms Of Orion,Prince With Sheena Easton
3062,3062,1990,64,Don't Take It Personal,Jermaine Jackson
3063,3063,1990,65,Don't Shut Me Out,Kevin Paige
3064,3064,1990,66,The Angel Song,Great White
3065,3065,1990,67,Personal Jesus,Depeche Mode
3066,3066,1990,68,Over And Over,Pajama Party
3067,3067,1990,69,Here And Now,Luther Vandross
3068,3068,1990,70,Roam,The B-52s
3069,3069,1990,71,Going Home,Kenny G
3070,3070,1990,72,Pretending,Eric Clapton
3071,3071,1990,73,Heart,Neneh Cherry
3072,3072,1990,74,Never 2 Much Of U,Dino
3073,3073,1990,75,Listen To Your Heart,Roxette
3074,3074,1990,76,Serious Kinda Girl,Christopher Max
3075,3075,1990,77,A Girl Like You,The Smithereens
3076,3076,1990,78,Didn't I (Blow Your Mind),New Kids On The Block
3077,3077,1990,79,Rock Wit'cha,Bobby Brown
3078,3078,1990,80,Get On Your Feet,Gloria Estefan
3079,3079,1990,81,Sometimes She Cries,Warrant
