,Unnamed: 0,year,rank,song,artist
1800,1800,1978,2,Baby Come Back,Player
1801,1801,1978,3,Blue Bayou,Linda Ronstadt
1802,1802,1978,4,(Every Time I Turn Around) Back In Love Again,LTD
1803,1803,1978,5,Here You Come Again,Dolly Parton
1804,1804,1978,6,You Light Up My Life,Debby Boone
1805,1805,1978,7,Slip Slidin' Away,Paul Simon
1806,1806,1978,8,Sentimental Lady,Bob Welch
1807,1807,1978,9,You're In My Heart (The Final Acclaim),Rod Stewart
1808,1808,1978,10,Hey Deanie,Shaun Cassidy
1809,1809,1978,11,Come Sail Away,Styx
1810,1810,1978,12,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy
1811,1811,1978,13,We Are The Champions,Queen
1812,1812,1978,14,Runaround Sue,Leif Garrett
1813,1813,1978,15,It's So Easy,Linda Ronstadt
1814,1814,1978,16,Don't It Make My Brown Eyes Blue,Crystal Gayle
1815,1815,1978,17,Short People,Randy Newman
1816,1816,1978,18,Just The Way You Are,Billy Joel
1817,1817,1978,19,Serpentine Fire,"Earth, Wind & Fire"
1818,1818,1978,20,Turn To Stone,Electric Light Orchestra
1819,1819,1978,21,I Go Crazy,Paul Davis
