,Unnamed: 0,year,rank,song,artist
1920,1920,1979,22,Shake It,Ian Matthews
1921,1921,1979,23,I Just Wanna Stop,Gino Vannelli
1922,1922,1979,24,I Was Made For Dancin',Leif Garrett
1923,1923,1979,25,Bicycle Race/Fat Bottomed Girls,Queen
1924,1924,1979,26,Time Passages,Al Stewart
1925,1925,1979,27,Da Ya Think I'm Sexy?,Rod Stewart
1926,1926,1979,28,Don't Hold Back,Chanson
1927,1927,1979,29,Instant Replay,Dan Hartman
1928,1928,1979,30,I Will Be In Love With You,Livingston Taylor
1929,1929,1979,31,Somewhere In The Night,Barry Manilow
1930,1930,1979,32,Soul Man,Blues Brothers
1931,1931,1979,33,A Man I'll Never Be,Boston
1932,1932,1979,34,The Gambler,Kenny Rogers
1933,1933,1979,35,My Best Friend's Girl,The Cars
1934,1934,1979,36,Take Me To The River,Talking Heads
1935,1935,1979,37,Don't Cry Out Loud,Melissa Manchester
1936,1936,1979,38,MacArthur Park,Donna Summer
1937,1937,1979,39,Home And Dry,Gerry Rafferty
1938,1938,1979,40,Got To Be Real,Cheryl Lynn
1939,1939,1979,41,Mary Jane,Rick James
