,Unnamed: 0,year,rank,song,artist
1760,1760,1977,62,Hard Luck Woman,KISS
1761,1761,1977,63,Slow Dancing,Funky Kings
1762,1762,1977,64,St. Charles,Jefferson Starship
1763,1763,1977,65,"Man Smart, Woman Smarter",Robert Palmer
1764,1764,1977,66,Dancing Queen,ABBA
1765,1765,1977,67,Save It For A Rainy Day,Stephen Bishop
1766,1766,1977,68,The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot
1767,1767,1977,69,Do You Feel Like We Do,Peter Frampton
1768,1768,1977,70,Spring Affair/Winter Melody,Donna Summer
1769,1769,1977,71,"Ob-la-di, Ob-la-da",The Beatles
1770,1770,1977,72,Dreamboat Annie,Heart
1771,1771,1977,73,Lucky Man,Starbuck
1772,1772,1977,74,Free,Deniece Williams
1773,1773,1977,75,Don't Leave Me This Way,Thelma Houston
1774,1774,1977,76,Happier,Paul Anka
1775,1775,1977,77,Open Sesame - Part 1,Kool & The Gang
1776,1776,1977,78,Every Face Tells A Story,Olivia Newton-John
1777,1777,1977,79,"Baby, You Look Good To Me Tonight",John Denver
1778,1778,1977,80,I Can't Ask For Anymore Than You,Cliff Richard
1779,1779,1977,81,If You Leave Me Now,Chicago
