,Unnamed: 0,year,rank,song,artist
460,460,1964,61,Charade,Henry Mancini And His Orchestra
461,461,1964,62,What Kind Of Fool (Do You Think I Am),The Tams
462,462,1964,63,Bon-Doo-Wah,The Orlons
463,463,1964,64,That Boy John,The Raindrops
464,464,1964,65,Ally Ally Oxen Free,The Kingston Trio
465,465,1964,66,Watch Your Step,Brooks O'Dell
466,466,1964,67,Comin' In The Back Door,The Baja Marimba Band
467,467,1964,68,"My One And Only, Jimmy Boy",The Girlfriends
468,468,1964,69,In The Summer Of His Years,Connie Francis
469,469,1964,70,Dumb Head,Ginny Arnell
470,470,1964,71,True Love Goes On And On,Burl Ives
471,471,1964,72,The Little Boy,Tony Bennett
472,472,1964,73,Be Mad Little Girl,Bobby Darin
473,473,1964,74,Letter From Sherry,Dale Ward
474,474,1964,75,Please,Frank Ifield
475,475,1964,76,Come Dance With Me,Jay & The Americans
476,476,1964,77,If Somebody Told You,Anna King
477,477,1964,78,The Cheer Leader,Paul Petersen
478,478,1964,79,Cold Cold Winter,The Pixies Three
479,479,1964,80,We Belong Together,Jimmy Velvet
