,Unnamed: 0,year,rank,song,artist
1960,1960,1979,62,Easy Driver,Kenny Loggins
1961,1961,1979,63,What You Won't Do For Love,Bobby Caldwell
1962,1962,1979,64,Part-Time Love,Elton John
1963,1963,1979,65,Double Vision,Foreigner
1964,1964,1979,66,Silver Lining,Player
1965,1965,1979,67,The Power Of Gold,Dan Fogelberg/Tim Weisberg
1966,1966,1979,68,Dancing In The City,Marshall Hain
1967,1967,1979,69,Dancin' Shoes,Faith Band
1968,1968,1979,70,The Football Card,Glenn Sutton
1969,1969,1979,71,"Hold Me, Touch Me",Paul Stanley
1970,1970,1979,72,You've Really Got A Hold On Me,Eddie Money
1971,1971,1979,73,You Can Do It,Dobie Gray
1972,1972,1979,74,This Moment In Time,Engelbert Humperdinck
1973,1973,1979,75,Sing For The Day,Styx
1974,1974,1979,76,Stormy,Santana
1975,1975,1979,77,Animal House,Stephen Bishop
1976,1976,1979,78,Moment By Moment,Yvonne Elliman
1977,1977,1979,79,Miles Away,Fotomaker
1978,1978,1979,80,Every Time I Think Of You,The Babys
1979,1979,1979,81,Free Me From My Freedom/Tie Me To A Tree (Handcuff Me),Bonnie Pointer
