,Unnamed: 0,year,rank,song,artist
2180,2180,1981,82,Merry Christmas In The NFL,"Willis ""The Guard"" & Vigorish"
2181,2181,1981,83,(Ghost) Riders In The Sky,Outlaws
2182,2182,1981,84,Switchin' To Glide/This Beat Goes On,The Kings
2183,2183,1981,85,Let Me Be Your Angel,Stacy Lattisaw
2184,2184,1981,86,Stop This Game,Cheap Trick
2185,2185,1981,87,On The Road Again,Willie Nelson
2186,2186,1981,88,Don't Want No-Body,J.D. Drews
2187,2187,1981,89,Gypsy Spirit,Pendulum
2188,2188,1981,90,Got To Rock On,Kansas
2189,2189,1981,91,Spend The Night In Love,The 4 Seasons
2190,2190,1981,92,Trickle Trickle,The Manhattan Transfer
2191,2191,1981,93,One-Trick Pony,Paul Simon
2192,2192,1981,94,Remote Control,The Reddings
2193,2193,1981,95,I Can't Stop The Feelin',Pure Prairie League
2194,2194,1981,96,Once A Night,Jackie English
2195,2195,1981,97,Help Me!,Marcy Levy & Robin Gibb
2196,2196,1981,98,I'm Happy That Love Has Found You,Jimmy Hall
2197,2197,1981,99,Out Here On My Own,Irene Cara
2198,2198,1981,100,Jesse,Carly Simon
2199,2199,1982,1,Physical,Olivia Newton-John
