,Unnamed: 0,year,rank,song,artist
20,20,1960,21,In The Mood,Ernie Fields & Orch.
21,21,1960,22,The Little Drummer Boy,The Harry Simeone Chorale
22,22,1960,23,You Got What It Takes,Marv Johnson
23,23,1960,24,First Name Initial,Annette With The Afterbeats
24,24,1960,25,So Many Ways,Brook Benton
25,25,1960,26,Oh! Carol,Neil Sedaka
26,26,1960,27,Be My Guest,Fats Domino
27,27,1960,28,Tear Drop,Santo & Johnny
28,28,1960,29,Teen Angel,Mark Dinning
29,29,1960,30,Come Into My Heart,Lloyd Price and His Orchestra
30,30,1960,31,Mr. Blue,The Fleetwoods
31,31,1960,32,I Wanna Be Loved,Ricky Nelson
32,32,1960,33,Danny Boy,Conway Twitty
33,33,1960,34,Don't You Know,Della Reese
34,34,1960,35,Talk That Talk,Jackie Wilson
35,35,1960,36,Marina,Rocco Granata and the International Quintet
36,36,1960,37,Just Come Home,Hugo & Luigi
37,37,1960,38,How About That,Dee Clark
38,38,1960,39,Swingin' On A Rainbow,Frankie Avalon
39,39,1960,40,Misty,Johnny Mathis
