,Unnamed: 0,year,rank,song,artist
5320,5320,2013,22,Cruise,Florida Georgia Line Featuring Nelly
5321,5321,2013,23,Clique,"Kanye West, Jay-Z, Big Sean"
5322,5322,2013,24,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar"
5323,5323,2013,25,Adorn,Miguel
5324,5324,2013,26,Sweet Nothing,Calvin Harris Featuring Florence Welch
5325,5325,2013,27,Don't Stop The Party,Pitbull Featuring TJR
5326,5326,2013,28,Too Close,Alex Clare
5327,5327,2013,29,We Are Never Ever Getting Back Together,Taylor Swift
5328,5328,2013,30,Catch My Breath,Kelly Clarkson
5329,5329,2013,31,Va Va Voom,Nicki Minaj
5330,5330,2013,32,Little Talks,Of Monsters And Men
5331,5331,2013,33,I'm Different,2 Chainz
5332,5332,2013,34,No Worries,Lil Wayne Featuring Detail
5333,5333,2013,35,As Long As You Love Me,Justin Bieber Featuring Big Sean
5334,5334,2013,36,Wanted,Hunter Hayes
5335,5335,2013,37,Hall Of Fame,The Script Featuring will.i.am
5336,5336,2013,38,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz
5337,5337,2013,39,I Will Wait,Mumford & Sons
5338,5338,2013,40,Thinkin Bout You,Frank Ocean
5339,5339,2013,41,Little Things,One Direction
