,Unnamed: 0,year,rank,song,artist
5760,5760,2017,62,Wanna Be That Song,Brett Eldredge
5761,5761,2017,63,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert
5762,5762,2017,64,Better Man,Little Big Town
5763,5763,2017,65,Chantaje,Shakira Featuring Maluma
5764,5764,2017,66,Dirty Laundry,Carrie Underwood
5765,5765,2017,67,1 Night,Lil Yachty
5766,5766,2017,68,Redbone,Childish Gambino
5767,5767,2017,69,Sneakin',Drake Featuring 21 Savage
5768,5768,2017,70,Million Reasons,Lady Gaga
5769,5769,2017,71,A Guy With A Girl,Blake Shelton
5770,5770,2017,72,Just Hold On,Steve Aoki & Louis Tomlinson
5771,5771,2017,73,Song For Another Time,Old Dominion
5772,5772,2017,74,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo
5773,5773,2017,75,Make Me (Cry),Noah Cyrus Featuring Labrinth
5774,5774,2017,76,Star Of The Show,Thomas Rhett
5775,5775,2017,77,HandClap,Fitz And The Tantrums
5776,5776,2017,78,How I'll Always Be,Tim McGraw
5777,5777,2017,79,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
5778,5778,2017,80,Alone,Marshmello
5779,5779,2017,81,How Far I'll Go,Alessia Cara
