,Unnamed: 0,year,rank,song,artist
560,560,1965,61,I Can't Stop,The Honeycombs
561,561,1965,62,Let's Lock The Door (And Throw Away The Key),Jay & The Americans
562,562,1965,63,Come On Do The Jerk,The Miracles
563,563,1965,64,Sometimes I Wonder,Major Lance
564,564,1965,65,Getting Mighty Crowded,Betty Everett
565,565,1965,66,Have You Looked Into Your Heart,Jerry Vale
566,566,1965,67,Do It Right,Brook Benton
567,567,1965,68,Somewhere In Your Heart,Frank Sinatra
568,568,1965,69,He's My Guy,Irma Thomas
569,569,1965,70,I Found A Love Oh What A Love,Jo Ann & Troy
570,570,1965,71,Look Of Love,Lesley Gore
571,571,1965,72,You'll Always Be The One I Love,Dean Martin
572,572,1965,73,Little Bell,The Dixie Cups
573,573,1965,74,Can You Jerk Like Me,The Contours
574,574,1965,75,"Bucket ""T""",Ronny And The Daytonas
575,575,1965,76,Danny Boy,Patti LaBelle And The Blue Belles
576,576,1965,77,Dear Heart,Henry Mancini And His Orchestra
577,577,1965,78,Paper Tiger,Sue Thompson
578,578,1965,79,Do Anything You Wanna (Part I),Harold Betters
579,579,1965,80,No Arms Can Ever Hold You,The Bachelors
