,Unnamed: 0,year,rank,song,artist
580,580,1965,81,"The Sidewinder, Part 1",Lee Morgan
581,581,1965,82,"Lovely, Lovely (Loverly, Loverly)",Chubby Checker
582,582,1965,83,Do What You Do Do Well,Ned Miller
583,583,1965,84,Hey-Da-Da-Dow,The Dolphins
584,584,1965,85,Percolatin',Willie Mitchell
585,585,1965,86,(There'll Come A Day When) Ev'ry Little Bit Hurts,Bobby Vee
586,586,1965,87,My Buddy Seat,The Hondells
587,587,1965,88,Blind Man,Little Milton
588,588,1965,89,So What,Bill Black's Combo
589,589,1965,90,Use Your Head,Mary Wells
590,590,1965,91,Maybe,The Shangri-Las
591,591,1965,92,Have Mercy Baby,James Brown And The Famous Flames
592,592,1965,93,Are You Still My Baby,The Shirelles
593,593,1965,94,Voice Your Choice,The Radiants
594,594,1965,95,A Little Bit Of Soap,Garnet Mimms
595,595,1965,96,"Laugh, Laugh",The Beau Brummels
596,596,1965,97,Take This Hurt Off Me,Don Covay
597,597,1965,98,Ode To The Little Brown Shack Out Back,Billy Edd Wheeler
598,598,1965,99,Black Night,Bobby Bland
599,599,1965,100,Twine Time,Alvin Cash & The Crawlers
