,Unnamed: 0,year,rank,song,artist
260,260,1962,61,Maria,Roger Williams
261,261,1962,62,Letter Full Of Tears,Gladys Knight And The Pips
262,262,1962,63,Multiplication,Bobby Darin
263,263,1962,64,She's Everything (I Wanted You To Be),Ral Donner
264,264,1962,65,Let's Twist Again,Chubby Checker
265,265,1962,66,"Turn Around, Look At Me",Glen Campbell
266,266,1962,67,Just Got To Know,Jimmy McCracklin
267,267,1962,68,Fool #1,Brenda Lee
268,268,1962,69,Walkin' With My Angel,Bobby Vee
269,269,1962,70,Soothe Me,Sims Twins
270,270,1962,71,It Will Stand,The Showmen
271,271,1962,72,I Understand (Just How You Feel),The G-Clefs
272,272,1962,73,Alvin's Harmonica,David Seville And The Chipmunks
273,273,1962,74,Unsquare Dance,The Dave Brubeck Quartet
274,274,1962,75,Language Of Love,John D. Loudermilk
275,275,1962,76,Please Come Home For Christmas,Charles Brown
276,276,1962,77,Let's Go Trippin',Dick Dale and The Del-Tones
277,277,1962,78,Tuff,Ace Cannon
278,278,1962,79,The Majestic,Dion
279,279,1962,80,I Could Have Loved You So Well,Ray Peterson
