,Unnamed: 0,year,rank,song,artist
160,160,1961,61,There She Goes,Jerry Wallace
161,161,1961,62,The Hoochi Coochi Coo,Hank Ballard And The Midnighters
162,162,1961,63,Your Other Love,The Flamingos
163,163,1961,64,How To Handle A Woman,Johnny Mathis
164,164,1961,65,Ol' Mac Donald,Frank Sinatra
165,165,1961,66,(Let's Do) The Hully Gully Twist,Bill Doggett
166,166,1961,67,Save The Last Dance For Me,The Drifters
167,167,1961,68,You Don't Want My Love,Andy Williams
168,168,1961,69,My Last Date (With You),Joni James
169,169,1961,70,Cherry Pink And Apple Blossom White,Jerry Murad's Harmonicats
170,170,1961,71,Happy Days,Marv Johnson
171,171,1961,72,C'est Si Bon (It's So Good),Conway Twitty
172,172,1961,73,Walk Slow,Little Willie John
173,173,1961,74,Pepe,Duane Eddy His Twangy Guitar And The Rebels
174,174,1961,75,Mister Livingston,Larry Verne
175,175,1961,76,We Have Love,Dinah Washington
176,176,1961,77,Angel On My Shoulder,Shelby Flint
177,177,1961,78,Spoonful,Etta & Harvey
178,178,1961,79,Utopia,Frank Gari
179,179,1961,80,Make Someone Happy,Perry Como
