,Unnamed: 0,year,rank,song,artist
5100,5100,2011,2,Grenade,Bruno Mars
5101,5101,2011,3,What's My Name?,Rihanna Featuring Drake
5102,5102,2011,4,Raise Your Glass,P!nk
5103,5103,2011,5,We R Who We R,Ke$ha
5104,5104,2011,6,Just The Way You Are,Bruno Mars
5105,5105,2011,7,Only Girl (In The World),Rihanna
5106,5106,2011,8,The Time (Dirty Bit),The Black Eyed Peas
5107,5107,2011,9,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz
5108,5108,2011,10,Just A Dream,Nelly
5109,5109,2011,11,Bottoms Up,Trey Songz Featuring Nicki Minaj
5110,5110,2011,12,Black And Yellow,Wiz Khalifa
5111,5111,2011,13,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E
5112,5112,2011,14,Like A G6,Far*East Movement Featuring Cataracs & Dev
5113,5113,2011,15,DJ Got Us Fallin' In Love,Usher Featuring Pitbull
5114,5114,2011,16,Stereo Love,Edward Maya & Vika Jigulina
5115,5115,2011,17,Dynamite,Taio Cruz
5116,5116,2011,18,No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale
5117,5117,2011,19,Coming Home,Diddy - Dirty Money Featuring Skylar Grey
5118,5118,2011,20,Yeah 3X,Chris Brown
5119,5119,2011,21,Please Don't Go,Mike Posner
