,Unnamed: 0,year,rank,song,artist
2020,2020,1980,22,Don't Do Me Like That,Tom Petty And The Heartbreakers
2021,2021,1980,23,Wait For Me,Daryl Hall John Oates
2022,2022,1980,24,Don't Let Go,Isaac Hayes
2023,2023,1980,25,Sara,Fleetwood Mac
2024,2024,1980,26,Take The Long Way Home,Supertramp
2025,2025,1980,27,Damned If I Do,The Alan Parsons Project
2026,2026,1980,28,Third Time Lucky (First Time I Was A Fool),Foghat
2027,2027,1980,29,Deja Vu,Dionne Warwick
2028,2028,1980,30,Chiquitita,ABBA
2029,2029,1980,31,"Yes, I'm Ready",Teri DeSario With K.C.
2030,2030,1980,32,Pop Muzik,M
2031,2031,1980,33,Half The Way,Crystal Gayle
2032,2032,1980,34,Heartache Tonight,Eagles
2033,2033,1980,35,Romeo's Tune,Steve Forbert
2034,2034,1980,36,Rotation,Herb Alpert
2035,2035,1980,37,Rapper's Delight,Sugarhill Gang
2036,2036,1980,38,"Train, Train",Blackfoot
2037,2037,1980,39,I'd Rather Leave While I'm In Love,Rita Coolidge
2038,2038,1980,40,Forever Mine,The O'Jays
2039,2039,1980,41,Savannah Nights,Tom Johnston
