,Unnamed: 0,year,rank,song,artist
3380,3380,1993,82,Chains Around My Heart,Richard Marx
3381,3381,1993,83,Punks Jump Up To Get Beat Down,Brand Nubian
3382,3382,1993,84,"Baby, I Believe In You",George LaMond
3383,3383,1993,85,No One Else On Earth,Wynonna
3384,3384,1993,86,Love's Taken Over,Chante Moore
3385,3385,1993,87,This Could Be The One,Bad Company
3386,3386,1993,88,"All Alone On Christmas (From ""Home Alone 2"")",Darlene Love
3387,3387,1993,89,Could've Been Me,Billy Ray Cyrus
3388,3388,1993,90,Get Up (Move Boy Move),AB Logic
3389,3389,1993,91,Irresistible,Cathy Dennis
3390,3390,1993,92,Right Here,SWV
3391,3391,1993,93,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",Jeremy Jordan
3392,3392,1993,94,Sleeping With You,Firehouse
3393,3393,1993,95,Murder She Wrote,Chaka Demus & Pliers
3394,3394,1993,96,Right Now,Al B. Sure!
3395,3395,1993,97,360 Degrees (What Goes Around),Grand Puba
3396,3396,1993,98,Pick It Up,Home Team
3397,3397,1993,99,"Revolution (From ""Malcolm X"")",Arrested Development
3398,3398,1993,100,Crazy Love,CeCe Peniston
3399,3399,1994,1,Hero,Mariah Carey
