,Unnamed: 0,year,rank,song,artist
5960,5960,2019,62,Dangerous,Meek Mill Featuring Jeremih & PnB Rock
5961,5961,2019,63,Be Alright,Dean Lewis
5962,5962,2019,64,Drunk Me,Mitchell Tenpenny
5963,5963,2019,65,Startender,A Boogie Wit da Hoodie Featuring Offset & Tyga
5964,5964,2019,66,Look Back At It,A Boogie Wit da Hoodie
5965,5965,2019,67,All My Friends,21 Savage
5966,5966,2019,68,BAD!,XXXTENTACION
5967,5967,2019,69,Backin' It Up,Pardison Fontaine Featuring Cardi B
5968,5968,2019,70,Break Da Law,21 Savage
5969,5969,2019,71,Imagine,Ariana Grande
5970,5970,2019,72,Talk To Me,Tory Lanez & Rich The Kid
5971,5971,2019,73,Monster,21 Savage
5972,5972,2019,74,Calling My Spirit,Kodak Black
5973,5973,2019,75,Consequences,Camila Cabello
5974,5974,2019,76,Armed And Dangerous,Juice WRLD
5975,5975,2019,77,Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee
5976,5976,2019,78,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus
5977,5977,2019,79,Sixteen,Thomas Rhett
5978,5978,2019,80,Burning Man,Dierks Bentley Featuring Brothers Osborne
5979,5979,2019,81,Beautiful Crazy,Luke Combs
