,Unnamed: 0,year,rank,song,artist
2900,2900,1989,2,My Prerogative,Bobby Brown
2901,2901,1989,3,Two Hearts,Phil Collins
2902,2902,1989,4,Giving You The Best That I Got,Anita Baker
2903,2903,1989,5,In Your Room,The Bangles
2904,2904,1989,6,Don't Rush Me,Taylor Dayne
2905,2905,1989,7,Waiting For A Star To Fall,Boy Meets Girl
2906,2906,1989,8,Look Away,Chicago
2907,2907,1989,9,Armageddon It,Def Leppard
2908,2908,1989,10,Smooth Criminal,Michael Jackson
2909,2909,1989,11,I Remember Holding You,Boys Club
2910,2910,1989,12,Put A Little Love In Your Heart,Annie Lennox & Al Green
2911,2911,1989,13,Silhouette,Kenny G
2912,2912,1989,14,Welcome To The Jungle,Guns N' Roses
2913,2913,1989,15,The Way You Love Me,Karyn White
2914,2914,1989,16,When I'm With You,Sheriff
2915,2915,1989,17,Born To Be My Baby,Bon Jovi
2916,2916,1989,18,All This Time,Tiffany
2917,2917,1989,19,When The Children Cry,White Lion
2918,2918,1989,20,Walk On Water,Eddie Money
2919,2919,1989,21,"Baby, I Love Your Way/Freebird Medley",Will To Power
