,Unnamed: 0,year,rank,song,artist
5780,5780,2017,82,All We Know,The Chainsmokers Featuring Phoebe Ryan
5781,5781,2017,83,Change,J. Cole
5782,5782,2017,84,Dirt On My Boots,Jon Pardi
5783,5783,2017,85,Selfish,PnB Rock
5784,5784,2017,86,You're Welcome,Dwayne Johnson
5785,5785,2017,87,Fresh Eyes,Andy Grammer
5786,5786,2017,88,Sleep Without You,Brett Young
5787,5787,2017,89,She's Mine Pt. 1,J. Cole
5788,5788,2017,90,Ville Mentality,J. Cole
5789,5789,2017,91,OTW,DJ Luke Nasty
5790,5790,2017,92,Red Opps,21 Savage
5791,5791,2017,93,For Whom The Bell Tolls,J. Cole
5792,5792,2017,94,Six Feet Under,The Weeknd
5793,5793,2017,95,Reminder,The Weeknd
5794,5794,2017,96,Play That Song,Train
5795,5795,2017,97,Sidewalks,The Weeknd Featuring Kendrick Lamar
5796,5796,2017,98,Foldin Clothes,J. Cole
5797,5797,2017,99,Swang,Rae Sremmurd
5798,5798,2017,100,Versace On The Floor,Bruno Mars
5799,5799,2018,1,Perfect,Ed Sheeran
