,Unnamed: 0,year,rank,song,artist
5060,5060,2010,62,Never Gonna Be Alone,Nickelback
5061,5061,2010,63,Red Light,David Nail
5062,5062,2010,64,Why Don't We Just Dance,Josh Turner
5063,5063,2010,65,I Am,Mary J. Blige
5064,5064,2010,66,History In The Making,Darius Rucker
5065,5065,2010,67,Elevator,Eminem
5066,5066,2010,68,Crawl,Chris Brown
5067,5067,2010,69,Shut It Down,Pitbull Featuring Akon
5068,5068,2010,70,In My Head,Jason Derulo
5069,5069,2010,71,Haven't Met You Yet,Michael Buble
5070,5070,2010,72,Whataya Want From Me,Adam Lambert
5071,5071,2010,73,Eight Second Ride,Jake Owen
5072,5072,2010,74,Someday,Rob Thomas
5073,5073,2010,75,I Wanna Rock,Snoop Dogg
5074,5074,2010,76,Bonfire,Craig Morgan
5075,5075,2010,77,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman
5076,5076,2010,78,All The Right Moves,OneRepublic
5077,5077,2010,79,Sex Therapy,Robin Thicke
5078,5078,2010,80,Body Language,Jesse McCartney Featuring T-Pain
5079,5079,2010,81,I Will Not Bow,Breaking Benjamin
