,Unnamed: 0,year,rank,song,artist
1900,1900,1979,2,Le Freak,Chic
1901,1901,1979,3,My Life,Billy Joel
1902,1902,1979,4,You Don't Bring Me Flowers,Barbra Streisand & Neil Diamond
1903,1903,1979,5,I Love The Nightlife (Disco 'round),Alicia Bridges
1904,1904,1979,6,Sharing The Night Together,Dr. Hook
1905,1905,1979,7,Y.M.C.A.,Village People
1906,1906,1979,8,Hold The Line,Toto
1907,1907,1979,9,(Our Love) Don't Throw It All Away,Andy Gibb
1908,1908,1979,10,Ooh Baby Baby,Linda Ronstadt
1909,1909,1979,11,Promises,Eric Clapton And His Band
1910,1910,1979,12,How You Gonna See Me Now,Alice Cooper
1911,1911,1979,13,A Little More Love,Olivia Newton-John
1912,1912,1979,14,We've Got Tonight,Bob Seger & The Silver Bullet Band
1913,1913,1979,15,September,"Earth, Wind & Fire"
1914,1914,1979,16,Every 1's A Winner,Hot Chocolate
1915,1915,1979,17,Lotta Love,Nicolette Larson
1916,1916,1979,18,Please Come Home For Christmas,Eagles
1917,1917,1979,19,New York Groove,Ace Frehley
1918,1918,1979,20,Fire,The Pointer Sisters
1919,1919,1979,21,I'm Every Woman,Chaka Khan
