,Unnamed: 0,year,rank,song,artist
2380,2380,1983,82,"Beg, Borrow Or Steal",Hughes/Thrall
2381,2381,1983,83,I.g.y. (what A Beautiful World),Donald Fagen
2382,2382,1983,84,Southern Cross,"Crosby, Stills & Nash"
2383,2383,1983,85,Goodbye To You,Scandal Featuring Patty Smyth
2384,2384,1983,86,Theme From Dynasty,Bill Conti
2385,2385,1983,87,Heartlight,Neil Diamond
2386,2386,1983,88,Are You Serious,Tyrone Davis
2387,2387,1983,89,Take The Time,Michael Stanley Band
2388,2388,1983,90,What If (I Said I Love You),Unipop
2389,2389,1983,91,Love Me Tomorrow,Chicago
2390,2390,1983,92,Destination Unknown,Missing Persons
2391,2391,1983,93,Pressure,Billy Joel
2392,2392,1983,94,Nobody,Sylvia
2393,2393,1983,95,Who Can It Be Now?,Men At Work
2394,2394,1983,96,Forever Mine,The Motels
2395,2395,1983,97,Don't Stop Trying,Rodway
2396,2396,1983,98,I'm So Excited,The Pointer Sisters
2397,2397,1983,99,You Don't Want Me Anymore,Steel Breeze
2398,2398,1983,100,American Heartbeat,Survivor
2399,2399,1984,1,Say Say Say,Paul McCartney And Michael Jackson
