,Unnamed: 0,year,rank,song,artist
3120,3120,1991,22,One And Only Man,Steve Winwood
3121,3121,1991,23,Groove Is In The Heart,Deee-Lite
3122,3122,1991,24,For You,The Outfield
3123,3123,1991,25,Hang In Long Enough,Phil Collins
3124,3124,1991,26,Wiggle It,2 In A Room
3125,3125,1991,27,On The Way Up,Elisa Fiorillo
3126,3126,1991,28,Anything Is Possible,Debbie Gibson
3127,3127,1991,29,I'll Give All My Love To You,Keith Sweat
3128,3128,1991,30,You're Amazing,Robert Palmer
3129,3129,1991,31,Gentle,Dino
3130,3130,1991,32,Disappear,INXS
3131,3131,1991,33,Feels Good,Tony Toni Tone
3132,3132,1991,34,More Than Words Can Say,Alias
3133,3133,1991,35,Stranded,Heart
3134,3134,1991,36,Around The Way Girl,LL Cool J
3135,3135,1991,37,All The Man That I Need,Whitney Houston
3136,3136,1991,38,Does She Love That Man?,Breathe Featuring David Glasper
3137,3137,1991,39,Where Does My Heart Beat Now,Celine Dion
3138,3138,1991,40,I Saw Red,Warrant
3139,3139,1991,41,Unchained Melody,The Righteous Brothers
