,Unnamed: 0,year,rank,song,artist
400,400,1964,1,There! I've Said It Again,Bobby Vinton
401,401,1964,2,Louie Louie,The Kingsmen
402,402,1964,3,Dominique,The Singing Nun (Soeur Sourire)
403,403,1964,4,Since I Fell For You,Lenny Welch
404,404,1964,5,Forget Him,Bobby Rydell
405,405,1964,6,Popsicles And Icicles,The Murmaids
406,406,1964,7,Talk Back Trembling Lips,Johnny Tillotson
407,407,1964,8,Quicksand,Martha & The Vandellas
408,408,1964,9,The Nitty Gritty,Shirley Ellis
409,409,1964,10,Midnight Mary,Joey Powers
410,410,1964,11,You Don't Have To Be A Baby To Cry,The Caravelles
411,411,1964,12,Drip Drop,Dion Di Muci
412,412,1964,13,Surfin' Bird,The Trashmen
413,413,1964,14,As Usual,Brenda Lee
414,414,1964,15,Wives And Lovers,Jack Jones
415,415,1964,16,Pretty Paper,Roy Orbison
416,416,1964,17,Drag City,Jan & Dean
417,417,1964,18,Be True To Your School,The Beach Boys
418,418,1964,19,Whispering,Nino Tempo & April Stevens
419,419,1964,20,The Boy Next Door,The Secrets
