,Unnamed: 0,year,rank,song,artist
3900,3900,1999,2,Nobody's Supposed To Be Here,Deborah Cox
3901,3901,1999,3,Lately,Divine
3902,3902,1999,4,...Baby One More Time,Britney Spears
3903,3903,1999,5,Because Of You,98 Degrees
3904,3904,1999,6,From This Moment On,Shania Twain
3905,3905,1999,7,Doo Wop (That Thing),Lauryn Hill
3906,3906,1999,8,Trippin',Total Featuring Missy Elliott
3907,3907,1999,9,Have You Ever?,Brandy
3908,3908,1999,10,Love Like This,Faith Evans
3909,3909,1999,11,Goodbye,Spice Girls
3910,3910,1999,12,Lullaby,Shawn Mullins
3911,3911,1999,13,Save Tonight,Eagle-Eye Cherry
3912,3912,1999,14,This Kiss,Faith Hill
3913,3913,1999,15,Hands,Jewel
3914,3914,1999,16,Slide,Goo Goo Dolls
3915,3915,1999,17,Jumper,Third Eye Blind
3916,3916,1999,18,Love Me,112 Featuring Mase
3917,3917,1999,19,I Don't Want To Miss A Thing,Mark Chesnutt
3918,3918,1999,20,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja
3919,3919,1999,21,Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony
