,Unnamed: 0,year,rank,song,artist
3660,3660,1996,62,I'll Be There For You/This House Is Not A Home,The Rembrandts
3661,3661,1996,63,Let's Play House,Tha Dogg Pound Featuring Michel'le
3662,3662,1996,64,East 1999,Bone Thugs-N-Harmony
3663,3663,1996,65,Do You Sleep?,Lisa Loeb & Nine Stories
3664,3664,1996,66,I Will Remember You (Live),Sarah McLachlan
3665,3665,1996,67,When Love & Hate Collide,Def Leppard
3666,3666,1996,68,Come With Me,Shai
3667,3667,1996,69,Macarena (Bayside Boys Mix),Los Del Rio
3668,3668,1996,70,"I Miss You (Come Back Home) (From ""New York Undercover"")",Monifah
3669,3669,1996,71,Sexual Healing,Max-A-Million
3670,3670,1996,72,Throw Your Hands Up,L.V.
3671,3671,1996,73,Hooked On You,Silk
3672,3672,1996,74,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,Shania Twain
3673,3673,1996,75,Hurricane,The Click
3674,3674,1996,76,Incarcerated Scarfaces/Ice Cream,Raekwon
3675,3675,1996,77,It Matters To Me,Faith Hill
3676,3676,1996,78,Just A Girl,No Doubt
3677,3677,1996,79,Runnin',The Pharcyde
3678,3678,1996,80,Ain't Nuthin' But A She Thing,Salt-N-Pepa
3679,3679,1996,81,Boom Boom Boom,The Outhere Brothers
