,Unnamed: 0,year,rank,song,artist
700,700,1967,1,I'm A Believer,The Monkees
701,701,1967,2,Snoopy Vs. The Red Baron,The Royal Guardsmen
702,702,1967,3,Tell It Like It Is,Aaron Neville
703,703,1967,4,Winchester Cathedral,The New Vaudeville Band
704,704,1967,5,Sugar Town,Nancy Sinatra
705,705,1967,6,That's Life,Frank Sinatra
706,706,1967,7,Good Thing,Paul Revere & The Raiders Featuring Mark Lindsay
707,707,1967,8,Words Of Love,The Mamas & The Papas
708,708,1967,9,Standing In The Shadows Of Love,Four Tops
709,709,1967,10,Mellow Yellow,Donovan
710,710,1967,11,Coming Home Soldier,Bobby Vinton
711,711,1967,12,Single Girl,Sandy Posey
712,712,1967,13,(I Know) I'm Losing You,The Temptations
713,713,1967,14,Devil With A Blue Dress On & Good Golly Miss Molly,Mitch Ryder And The Detroit Wheels
714,714,1967,15,Tell It To The Rain,"The 4 Seasons Featuring the ""Sound of Frankie Valli"""
715,715,1967,16,Talk Talk,The Music Machine
716,716,1967,17,Good Vibrations,The Beach Boys
717,717,1967,18,Cry,Ronnie Dove
718,718,1967,19,A Place In The Sun,Stevie Wonder
719,719,1967,20,Georgy Girl,The Seekers
