,Unnamed: 0,year,rank,song,artist
3580,3580,1995,82,In The House Of Stone And Light,Martin Page
3581,3581,1995,83,She Don't Use Jelly,The Flaming Lips
3582,3582,1995,84,Tic Toc,Lords Of The Underground
3583,3583,1995,85,Don't Say Goodbye Girl,Tevin Campbell
3584,3584,1995,86,I Apologize,Anita Baker
3585,3585,1995,87,But It's Alright,Huey Lewis & The News
3586,3586,1995,88,Breakdown,Fu-Schnickens
3587,3587,1995,89,Whutcha Want?,Nine
3588,3588,1995,90,Promise Me,Lil Suzy
3589,3589,1995,91,The Santa Claus Boogie,The Tractors
3590,3590,1995,92,Out Of Tears,The Rolling Stones
3591,3591,1995,93,(She's Got) Skillz,All-4-One
3592,3592,1995,94,Pimp Of The Year,Dru Down
3593,3593,1995,95,Body & Soul,Anita Baker
3594,3594,1995,96,Bad Reputation,Freedy Johnston
3595,3595,1995,97,Undone - The Sweater Song,Weezer
3596,3596,1995,98,Missing You,Steve Perry
3597,3597,1995,99,You Suck,The Murmurs
3598,3598,1995,100,Picture Postcards From L.A.,Joshua Kadison
3599,3599,1996,1,One Sweet Day,Mariah Carey & Boyz II Men
