,Unnamed: 0,year,rank,song,artist
2060,2060,1980,62,"Working My Way Back To You/Forgive Me, Girl",The Spinners
2061,2061,1980,63,Glide,Pleasure
2062,2062,1980,64,Ships,Barry Manilow
2063,2063,1980,65,Heartbreaker,Pat Benatar
2064,2064,1980,66,When I Wanted You,Barry Manilow
2065,2065,1980,67,Longer,Dan Fogelberg
2066,2066,1980,68,Stargazer,Peter Brown
2067,2067,1980,69,I Need A Lover,John Cougar
2068,2068,1980,70,Memorize Your Number,Leif Garrett
2069,2069,1980,71,Star,"Earth, Wind & Fire"
2070,2070,1980,72,Can We Still Be Friends,Robert Palmer
2071,2071,1980,73,99,Toto
2072,2072,1980,74,The Second Time Around,Shalamar
2073,2073,1980,75,You're Gonna Get What's Coming,Bonnie Raitt
2074,2074,1980,76,I Don't Want To Talk About It,Rod Stewart
2075,2075,1980,77,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer
2076,2076,1980,78,Shooting Star,Dollar
2077,2077,1980,79,Don't Make Me Over,Jennifer Warnes
2078,2078,1980,80,Volcano,Jimmy Buffett
2079,2079,1980,81,I'm Alive,Gamma
