,Unnamed: 0,year,rank,song,artist
1340,1340,1973,41,Daddy's Home,Jermaine Jackson
1341,1341,1973,42,Harry Hippie,Bobby Womack & Peace
1342,1342,1973,43,The Relay,The Who
1343,1343,1973,44,Summer Breeze,Seals & Crofts
1344,1344,1973,45,Long Dark Road,The Hollies
1345,1345,1973,46,I'll Be Your Shelter (In Time Of Storm),Luther Ingram
1346,1346,1973,47,No,Bulldog
1347,1347,1973,48,Let Us Love,Bill Withers
1348,1348,1973,49,Do You Want To Dance?,Bette Midler
1349,1349,1973,50,You're A Lady,Peter Skellern
1350,1350,1973,51,In Heaven There Is No Beer,Clean Living
1351,1351,1973,52,Dreidel,Don McLean
1352,1352,1973,53,I Can't Stand To See You Cry,Smokey Robinson & The Miracles
1353,1353,1973,54,Don't Expect Me To Be Your Friend,Lobo
1354,1354,1973,55,Ventura Highway,America
1355,1355,1973,56,Woman To Woman,Joe Cocker and The Chris Stainton Band
1356,1356,1973,57,Looking Through The Eyes Of Love,The Partridge Family Starring Shirley Jones Featuring David Cassidy
1357,1357,1973,58,I'm Stone In Love With You,The Stylistics
1358,1358,1973,59,You've Got To Take It (If You Want It),The Main Ingredient
1359,1359,1973,60,I'm Never Gonna Be Alone Anymore,Cornelius Brothers & Sister Rose
