,Unnamed: 0,year,rank,song,artist
1880,1880,1978,82,Crazy On You,Heart
1881,1881,1978,83,Cocomotion,El Coco
1882,1882,1978,84,Le Spank,Le Pamplemousse
1883,1883,1978,85,What A Difference You've Made In My Life,Ronnie Milsap
1884,1884,1978,86,Goodbye Girl,David Gates
1885,1885,1978,87,Reach For It,George Duke
1886,1886,1978,88,Boats Against The Current,Eric Carmen
1887,1887,1978,89,The Loneliest Man On The Moon,David Castle
1888,1888,1978,90,Take Me To The Kaptin,Prism
1889,1889,1978,91,Until Now,Bobby Arvon
1890,1890,1978,92,Don't Let It Show,The Alan Parsons Project
1891,1891,1978,93,She's Not There,Santana
1892,1892,1978,94,Come Go With Me,Pockets
1893,1893,1978,95,Calling Occupants Of Interplanetary Craft,Carpenters
1894,1894,1978,96,We Just Disagree,Dave Mason
1895,1895,1978,97,Send In The Clowns,Judy Collins
1896,1896,1978,98,Belle,Al Green
1897,1897,1978,99,Nobody Does It Better,Carly Simon
1898,1898,1978,100,I Feel Love,Donna Summer
1899,1899,1979,1,Too Much Heaven,Bee Gees
