,Unnamed: 0,year,rank,song,artist
4600,4600,2006,2,Run It!,Chris Brown
4601,4601,2006,3,Grillz,"Nelly Featuring Paul Wall, Ali & Gipp"
4602,4602,2006,4,Laffy Taffy,D4L
4603,4603,2006,5,Photograph,Nickelback
4604,4604,2006,6,Stickwitu,The Pussycat Dolls
4605,4605,2006,7,Check On It,Beyonce Featuring Slim Thug
4606,4606,2006,8,Gold Digger,Kanye West Featuring Jamie Foxx
4607,4607,2006,9,There It Go! (The Whistle Song),Juelz Santana
4608,4608,2006,10,My Humps,The Black Eyed Peas
4609,4609,2006,11,Because Of You,Kelly Clarkson
4610,4610,2006,12,Be Without You,Mary J. Blige
4611,4611,2006,13,One Wish,Ray J
4612,4612,2006,14,Soul Survivor,Young Jeezy Featuring Akon
4613,4613,2006,15,"Dance, Dance",Fall Out Boy
4614,4614,2006,16,I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow"
4615,4615,2006,17,"Sugar, We're Goin' Down",Fall Out Boy
4616,4616,2006,18,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG
4617,4617,2006,19,When I'm Gone,Eminem
4618,4618,2006,20,I'm Sprung,T-Pain
4619,4619,2006,21,Dirty Little Secret,The All-American Rejects
