,Unnamed: 0,year,rank,song,artist
900,900,1969,1,I Heard It Through The Grapevine,Marvin Gaye
901,901,1969,2,For Once In My Life,Stevie Wonder
902,902,1969,3,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations
903,903,1969,4,Soulful Strut,Young-Holt Unlimited
904,904,1969,5,Wichita Lineman,Glen Campbell
905,905,1969,6,Cloud Nine,The Temptations
906,906,1969,7,Love Child,Diana Ross & The Supremes
907,907,1969,8,Stormy,Classics IV Featuring Dennis Yost
908,908,1969,9,Who's Making Love,Johnnie Taylor
909,909,1969,10,Hooked On A Feeling,B.J. Thomas
910,910,1969,11,I Love How You Love Me,Bobby Vinton
911,911,1969,12,Cinnamon,Derek
912,912,1969,13,Too Weak To Fight,Clarence Carter
913,913,1969,14,Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene
914,914,1969,15,Going Up The Country,Canned Heat
915,915,1969,16,"Abraham, Martin And John",Dion
916,916,1969,17,Crimson And Clover,Tommy James And The Shondells
917,917,1969,18,Son-Of-A Preacher Man,Dusty Springfield
918,918,1969,19,Bring It On Home To Me,Eddie Floyd
919,919,1969,20,See Saw,Aretha Franklin
