,Unnamed: 0,year,rank,song,artist
5020,5020,2010,22,You Belong With Me,Taylor Swift
5021,5021,2010,23,Two Is Better Than One,Boys Like Girls Featuring Taylor Swift
5022,5022,2010,24,I Can Transform Ya,Chris Brown Featuring Lil Wayne & Swizz Beatz
5023,5023,2010,25,Use Somebody,Kings Of Leon
5024,5024,2010,26,Money To Blow,Birdman Featuring Lil Wayne & Drake
5025,5025,2010,27,Try Sleeping With A Broken Heart,Alicia Keys
5026,5026,2010,28,Evacuate The Dancefloor,Cascada
5027,5027,2010,29,Hell Breaks Loose,Eminem Featuring Dr. Dre
5028,5028,2010,30,Fifteen,Taylor Swift
5029,5029,2010,31,Tie Me Down,New Boyz Featuring Ray J
5030,5030,2010,32,"Hey, Soul Sister",Train
5031,5031,2010,33,Live Like We're Dying,Kris Allen
5032,5032,2010,34,Say Aah,Trey Songz Featuring Fabolous
5033,5033,2010,35,Gangsta Luv,Snoop Dogg Featuring The-Dream
5034,5034,2010,36,Baby By Me,50 Cent Featuring Ne-Yo
5035,5035,2010,37,Run This Town,"Jay-Z, Rihanna & Kanye West"
5036,5036,2010,38,Telephone,Lady Gaga Featuring Beyonce
5037,5037,2010,39,Cowboy Casanova,Carrie Underwood
5038,5038,2010,40,Give It Up To Me,Shakira Featuring Lil Wayne
5039,5039,2010,41,According To You,Orianthi
