,Unnamed: 0,year,rank,song,artist
5460,5460,2014,62,Don't Let Me Be Lonely,The Band Perry
5461,5461,2014,63,Hey Brother,Avicii
5462,5462,2014,64,Little Drummer Boy,Pentatonix
5463,5463,2014,65,Friday Night,Eric Paslay
5464,5464,2014,66,XO,Beyonce
5465,5465,2014,67,Up All Night,Jon Pardi
5466,5466,2014,68,The Language,Drake
5467,5467,2014,69,Slow Down,Selena Gomez
5468,5468,2014,70,Love Me Again,John Newman
5469,5469,2014,71,Radio,Darius Rucker
5470,5470,2014,72,I Luv This Sh*t,August Alsina Featuring Trinidad James
5471,5471,2014,73,We Were Us,Keith Urban And Miranda Lambert
5472,5472,2014,74,TKO,Justin Timberlake
5473,5473,2014,75,Compass,Lady Antebellum
5474,5474,2014,76,Let It Be,Tessanne Chin & Adam Levine
5475,5475,2014,77,Berzerk,Eminem
5476,5476,2014,78,Underneath The Tree,Kelly Clarkson
5477,5477,2014,79,Up Down (Do This All Day),T-Pain Featuring B.o.B
5478,5478,2014,80,Sunny And 75,Joe Nichols
5479,5479,2014,81,Alone Together,Fall Out Boy
