,Unnamed: 0,year,rank,song,artist
3720,3720,1997,22,Falling,Montell Jordan
3721,3721,1997,23,Street Dreams,Nas
3722,3722,1997,24,"You Must Love Me (From ""Evita"")",Madonna
3723,3723,1997,25,Twisted,Keith Sweat
3724,3724,1997,26,Cold Rock A Party,MC Lyte
3725,3725,1997,27,"Tell Me (From ""Eddie"")",Dru Hill
3726,3726,1997,28,Foolish Games/You Were Meant For Me,Jewel
3727,3727,1997,29,Change The World,Eric Clapton
3728,3728,1997,30,This Is Your Night,Amber
3729,3729,1997,31,Ooh Aah... Just A Little Bit,Gina G
3730,3730,1997,32,You're Makin' Me High/Let It Flow,Toni Braxton
3731,3731,1997,33,Come See Me,112
3732,3732,1997,34,Between You And Me,dc Talk
3733,3733,1997,35,Steelo,702
3734,3734,1997,36,ATLiens,OutKast
3735,3735,1997,37,Counting Blue Cars,Dishwalla
3736,3736,1997,38,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg
3737,3737,1997,39,Key West Intermezzo (I Saw You First),John Mellencamp
3738,3738,1997,40,You Learn/You Oughta Know,Alanis Morissette
3739,3739,1997,41,"Space Jam (From ""Space Jam"")",Quad City DJ's
