,Unnamed: 0,year,rank,song,artist
1620,1620,1976,21,Nights On Broadway,Bee Gees
1621,1621,1976,22,Love Machine (Part 1),The Miracles
1622,1622,1976,23,Over My Head,Fleetwood Mac
1623,1623,1976,24,For The Love Of You (Part 1&2),The Isley Brothers
1624,1624,1976,25,Love Hurts,Nazareth
1625,1625,1976,26,Winners And Losers,"Hamilton, Joe Frank & Reynolds"
1626,1626,1976,27,Wake Up Everybody (Part 1),Harold Melvin And The Blue Notes
1627,1627,1976,28,Breaking Up Is Hard To Do,Neil Sedaka
1628,1628,1976,29,Baby Face,The Wing And A Prayer Fife & Drum Corps.
1629,1629,1976,30,Somewhere In The Night,Helen Reddy
1630,1630,1976,31,Part Time Love,Gladys Knight And The Pips
1631,1631,1976,32,Island Girl,Elton John
1632,1632,1976,33,School Boy Crush,AWB
1633,1633,1976,34,50 Ways To Leave Your Lover,Paul Simon
1634,1634,1976,35,Hurricane (Part 1),Bob Dylan
1635,1635,1976,36,Let It Shine/He Ain't Heavy...He's My Brother,Olivia Newton-John
1636,1636,1976,37,Let's Live Together,The Road Apples
1637,1637,1976,38,Full Of Fire,Al Green
1638,1638,1976,39,The Way I Want To Touch You,Captain & Tennille
1639,1639,1976,40,Squeeze Box,The Who
