,Unnamed: 0,year,rank,song,artist
4300,4300,2003,2,Work It,"Missy ""Misdemeanor"" Elliott"
4301,4301,2003,3,Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee"
4302,4302,2003,4,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles
4303,4303,2003,5,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss
4304,4304,2003,6,Beautiful,Christina Aguilera
4305,4305,2003,7,"Bump, Bump, Bump",B2K & P. Diddy
4306,4306,2003,8,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey
4307,4307,2003,9,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common
4308,4308,2003,10,Underneath It All,No Doubt Featuring Lady Saw
4309,4309,2003,11,Miss You,Aaliyah
4310,4310,2003,12,I'm With You,Avril Lavigne
4311,4311,2003,13,She Hates Me,Puddle Of Mudd
4312,4312,2003,14,The Game Of Love,Santana Featuring Michelle Branch
4313,4313,2003,15,All I Have,Jennifer Lopez Featuring LL Cool J
4314,4314,2003,16,Landslide,Dixie Chicks
4315,4315,2003,17,Cry Me A River,Justin Timberlake
4316,4316,2003,18,Gimme The Light,Sean Paul
4317,4317,2003,19,Thugz Mansion,2Pac
4318,4318,2003,20,Family Portrait,P!nk
4319,4319,2003,21,Your Body Is A Wonderland,John Mayer
