,Unnamed: 0,year,rank,song,artist
5700,5700,2017,2,Black Beatles,Rae Sremmurd Featuring Gucci Mane
5701,5701,2017,3,Closer,The Chainsmokers Featuring Halsey
5702,5702,2017,4,24K Magic,Bruno Mars
5703,5703,2017,5,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
5704,5704,2017,6,Side To Side,Ariana Grande Featuring Nicki Minaj
5705,5705,2017,7,Let Me Love You,DJ Snake Featuring Justin Bieber
5706,5706,2017,8,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
5707,5707,2017,9,Bad Things,Machine Gun Kelly x Camila Cabello
5708,5708,2017,10,Fake Love,Drake
5709,5709,2017,11,Caroline,Amine
5710,5710,2017,12,Heathens,twenty one pilots
5711,5711,2017,13,Bad And Boujee,Migos Featuring Lil Uzi Vert
5712,5712,2017,14,Scars To Your Beautiful,Alessia Cara
5713,5713,2017,15,Broccoli,D.R.A.M. Featuring Lil Yachty
5714,5714,2017,16,All I Want For Christmas Is You,Mariah Carey
5715,5715,2017,17,Starving,Hailee Steinfeld & Grey Featuring Zedd
5716,5716,2017,18,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
5717,5717,2017,19,OOOUUU,Young M.A
5718,5718,2017,20,Love On The Brain,Rihanna
5719,5719,2017,21,Bounce Back,Big Sean
