,Unnamed: 0,year,rank,song,artist
5560,5560,2015,62,Bed Of Lies,Nicki Minaj Featuring Skylar Grey
5561,5561,2015,63,Lost Without U,Chris Jamison & Adam Levine
5562,5562,2015,64,I Lived,OneRepublic
5563,5563,2015,65,Masterpiece,Jessie J
5564,5564,2015,66,Lonely Tonight,Blake Shelton Featuring Ashley Monroe
5565,5565,2015,67,Til It's Gone,Kenny Chesney
5566,5566,2015,68,Dangerous,David Guetta Featuring Sam Martin
5567,5567,2015,69,Prayer In C,Lillywood & Robin Schulz
5568,5568,2015,70,Steal My Girl,One Direction
5569,5569,2015,71,Close Your Eyes,Parmalee
5570,5570,2015,72,Drinking Class,Lee Brice
5571,5571,2015,73,Just Gettin' Started,Jason Aldean
5572,5572,2015,74,Soldier,Damien
5573,5573,2015,75,Sledgehammer,Fifth Harmony
5574,5574,2015,76,Make Me Wanna,Thomas Rhett
5575,5575,2015,77,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas
5576,5576,2015,78,God Made Girls,RaeLynn
5577,5577,2015,79,She Knows,Ne-Yo Featuring Juicy J
5578,5578,2015,80,Somewhere In My Car,Keith Urban
5579,5579,2015,81,Often,The Weeknd
