,Unnamed: 0,year,rank,song,artist
5740,5740,2017,42,Unsteady,X Ambassadors
5741,5741,2017,43,X,21 Savage & Metro Boomin Featuring Future
5742,5742,2017,44,Feliz Navidad,Jose Feliciano
5743,5743,2017,45,"Mary, Did You Know?",Pentatonix
5744,5744,2017,46,A Holly Jolly Christmas,Burl Ives
5745,5745,2017,47,The Christmas Song (Merry Christmas To You),Nat King Cole
5746,5746,2017,48,It's The Most Wonderful Time Of The Year,Andy Williams
5747,5747,2017,49,Party Monster,The Weeknd
5748,5748,2017,50,Last Christmas,Wham!
5749,5749,2017,51,Water Under The Bridge,Adele
5750,5750,2017,52,You Was Right,Lil Uzi Vert
5751,5751,2017,53,No Heart,21 Savage & Metro Boomin
5752,5752,2017,54,Neighbors,J. Cole
5753,5753,2017,55,Used To This,Future Featuring Drake
5754,5754,2017,56,How Far I'll Go,Auli'i Cravalho
5755,5755,2017,57,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross"
5756,5756,2017,58,Party,Chris Brown Featuring Usher & Gucci Mane
5757,5757,2017,59,Immortal,J. Cole
5758,5758,2017,60,May We All,Florida Georgia Line Featuring Tim McGraw
5759,5759,2017,61,Say You Won't Let Go,James Arthur
