,Unnamed: 0,year,rank,song,artist
3560,3560,1995,62,Dance Naked,John Mellencamp
3561,3561,1995,63,Juicy/Unbelievable,The Notorious B.I.G.
3562,3562,1995,64,Mishale,Andru Donalds
3563,3563,1995,65,Get Ready For This,2 Unlimited
3564,3564,1995,66,Something's Always Wrong,Toad The Wet Sprocket
3565,3565,1995,67,Get Down,Craig Mack
3566,3566,1995,68,Doll Parts,Hole
3567,3567,1995,69,At Your Best (You Are Love),Aaliyah
3568,3568,1995,70,Endless Love,Luther Vandross & Mariah Carey
3569,3569,1995,71,Candy Rain,Soul For Real
3570,3570,1995,72,Get Over It,Eagles
3571,3571,1995,73,Strong Enough,Sheryl Crow
3572,3572,1995,74,Get Up On It,Keith Sweat (Featuring Kut Klose)
3573,3573,1995,75,Redneck Stomp,Jeff Foxworthy
3574,3574,1995,76,"Girl, You'll Be A Woman Soon (From ""Pulp Fiction"")",Urge Overkill
3575,3575,1995,77,(I Could Only) Whisper Your Name,"Harry Connick, Jr."
3576,3576,1995,78,Till You Love Me,Reba McEntire
3577,3577,1995,79,Fade Into You,Mazzy Star
3578,3578,1995,80,Biological Didn't Bother,Shaquille O'Neal
3579,3579,1995,81,"I Can Go Deep (From ""A Low Down Dirty Shame"")",Silk
