,Unnamed: 0,year,rank,song,artist
5680,5680,2016,82,The Feeling,Justin Bieber Featuring Halsey
5681,5681,2016,83,Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd
5682,5682,2016,84,Come Get Her,Rae Sremmurd
5683,5683,2016,85,Nothin' Like You,Dan + Shay
5684,5684,2016,86,Good To Be Alive (Hallelujah),Andy Grammer
5685,5685,2016,87,Dibs,Kelsea Ballerini
5686,5686,2016,88,Strip It Down,Luke Bryan
5687,5687,2016,89,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz"
5688,5688,2016,90,God Only Knows,Jordan Smith & Adam Levine
5689,5689,2016,91,Backroad Song,Granger Smith
5690,5690,2016,92,Dessert,Dawin
5691,5691,2016,93,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign
5692,5692,2016,94,Right Hand,Drake
5693,5693,2016,95,Sorry Not Sorry,Bryson Tiller
5694,5694,2016,96,Beautiful Drug,Zac Brown Band
5695,5695,2016,97,Smoke Break,Carrie Underwood
5696,5696,2016,98,Hollow,Tori Kelly
5697,5697,2016,99,Somebody To Love,Jordan Smith
5698,5698,2016,100,Purpose,Justin Bieber
5699,5699,2017,1,Starboy,The Weeknd Featuring Daft Punk
