,Unnamed: 0,year,rank,song,artist
1420,1420,1974,21,If You're Ready (Come Go With Me),The Staple Singers
1421,1421,1974,22,Rockin' Roll Baby,The Stylistics
1422,1422,1974,23,Just You 'n' Me,Chicago
1423,1423,1974,24,Livin' For You,Al Green
1424,1424,1974,25,MIND GAMES,John Lennon
1425,1425,1974,26,D'yer Mak'er,Led Zeppelin
1426,1426,1974,27,The Love I Lost (Part 1),Harold Melvin And The Blue Notes
1427,1427,1974,28,My Music,Loggins & Messina
1428,1428,1974,29,Sister Mary Elephant (Shudd-Up!),Cheech & Chong
1429,1429,1974,30,Spiders & Snakes,Jim Stafford
1430,1430,1974,31,Walk Like A Man,Grand Funk
1431,1431,1974,32,Photograph,Ringo Starr
1432,1432,1974,33,Who's In The Strawberry Patch With Sally,Tony Orlando & Dawn
1433,1433,1974,34,Come Get To This,Marvin Gaye
1434,1434,1974,35,Space Race,Billy Preston
1435,1435,1974,36,Painted Ladies,Ian Thomas
1436,1436,1974,37,Jungle Boogie,Kool & The Gang
1437,1437,1974,38,I Got A Name,Jim Croce
1438,1438,1974,39,American Tune,Paul Simon
1439,1439,1974,40,If We Make It Through December,Merle Haggard
