,Unnamed: 0,year,rank,song,artist
2280,2280,1982,82,Through The Years,Kenny Rogers
2281,2281,1982,83,Crazy (Keep On Falling),The John Hall Band
2282,2282,1982,84,Runaway Rita,Leif Garrett
2283,2283,1982,85,Tonight Tonight,Bill Champlin
2284,2284,1982,86,We're In This Love Together,Al Jarreau
2285,2285,1982,87,"She's A Bad Mama Jama (She's Built, She's Stacked)",Carl Carlton
2286,2286,1982,88,Chariots Of Fire - Titles,Vangelis
2287,2287,1982,89,Blaze Of Glory,Kenny Rogers
2288,2288,1982,90,For Your Eyes Only,Sheena Easton
2289,2289,1982,91,Can't Hold Back (Your Loving),Kano
2290,2290,1982,92,It's My Party,Dave Stewart and Barbara Gaskin
2291,2291,1982,93,Better Things,The Kinks
2292,2292,1982,94,Super Freak (Part I),Rick James
2293,2293,1982,95,Endless Love,Diana Ross & Lionel Richie
2294,2294,1982,96,Hard To Say,Dan Fogelberg
2295,2295,1982,97,Controversy,Prince
2296,2296,1982,98,"I Want You, I Need You",Chris Christian
2297,2297,1982,99,Twilight,Electric Light Orchestra
2298,2298,1982,100,Sharing The Love,Rufus With Chaka Khan
2299,2299,1983,1,Maneater,Daryl Hall John Oates
