,Unnamed: 0,year,rank,song,artist
4700,4700,2007,2,I Wanna Love You,Akon Featuring Snoop Dogg
4701,4701,2007,3,Fergalicious,Fergie
4702,4702,2007,4,Smack That,Akon Featuring Eminem
4703,4703,2007,5,My Love,Justin Timberlake Featuring T.I.
4704,4704,2007,6,Say It Right,Nelly Furtado
4705,4705,2007,7,How To Save A Life,The Fray
4706,4706,2007,8,We Fly High,Jim Jones
4707,4707,2007,9,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin
4708,4708,2007,10,Lips Of An Angel,Hinder
4709,4709,2007,11,It Ends Tonight,The All-American Rejects
4710,4710,2007,12,SexyBack,Justin Timberlake
4711,4711,2007,13,Walk It Out,Unk
4712,4712,2007,14,Promise,Ciara
4713,4713,2007,15,Money Maker,Ludacris Featuring Pharrell
4714,4714,2007,16,Welcome To The Black Parade,My Chemical Romance
4715,4715,2007,17,Chasing Cars,Snow Patrol
4716,4716,2007,18,Walk Away (Remember Me),Paula DeAnda Featuring The DEY
4717,4717,2007,19,Far Away,Nickelback
4718,4718,2007,20,Keep Holding On,Avril Lavigne
4719,4719,2007,21,Wind It Up,Gwen Stefani
