,Unnamed: 0,year,rank,song,artist
2080,2080,1980,82,Broken Hearted Me,Anne Murray
2081,2081,1980,83,Flirtin' With Disaster,Molly Hatchet
2082,2082,1980,84,Video Killed The Radio Star,The Buggles
2083,2083,1980,85,Make Believe It's Your First Time,Bobby Vinton
2084,2084,1980,86,Goodnight My Love,Mike Pinera
2085,2085,1980,87,I Still Have Dreams,Richie Furay
2086,2086,1980,88,Love Pains,Yvonne Elliman
2087,2087,1980,89,I Call Your Name,Switch
2088,2088,1980,90,Let Me Sleep Alone,Cugini
2089,2089,1980,91,With You I'm Born Again,Billy Preston & Syreeta
2090,2090,1980,92,Holdin' On For Dear Love,Lobo
2091,2091,1980,93,Bad Times,Tavares
2092,2092,1980,94,Since You Been Gone,Rainbow
2093,2093,1980,95,Rainbow Connection,Kermit (Jim Henson)
2094,2094,1980,96,Rise,Herb Alpert
2095,2095,1980,97,You Decorated My Life,Kenny Rogers
2096,2096,1980,98,Dim All The Lights,Donna Summer
2097,2097,1980,99,TUSK,Fleetwood Mac
2098,2098,1980,100,Message In A Bottle,The Police
2099,2099,1981,1,(Just Like) Starting Over,John Lennon
