,Unnamed: 0,year,rank,song,artist
5540,5540,2015,42,Santa Tell Me,Ariana Grande
5541,5541,2015,43,Feeling Myself,Nicki Minaj Featuring Beyonce
5542,5542,2015,44,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan
5543,5543,2015,45,Rather Be,Clean Bandit Featuring Jess Glynne
5544,5544,2015,46,Try Me,DeJ Loaf
5545,5545,2015,47,Ghost,Ella Henderson
5546,5546,2015,48,Anaconda,Nicki Minaj
5547,5547,2015,49,Rude,MAGIC!
5548,5548,2015,50,Night Changes,One Direction
5549,5549,2015,51,Talladega,Eric Church
5550,5550,2015,52,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj
5551,5551,2015,53,Velvet,Chris Jamison
5552,5552,2015,54,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih"
5553,5553,2015,55,L.A.LOVE (la la),Fergie
5554,5554,2015,56,About The Money,T.I. Featuring Young Thug
5555,5555,2015,57,Sun Daze,Florida Georgia Line
5556,5556,2015,58,"Mary, Did You Know?",Pentatonix
5557,5557,2015,59,Perfect Storm,Brad Paisley
5558,5558,2015,60,I Bet My Life,Imagine Dragons
5559,5559,2015,61,I See You,Luke Bryan
