,Unnamed: 0,year,rank,song,artist
3200,3200,1992,2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
3201,3201,1992,3,All 4 Love,Color Me Badd
3202,3202,1992,4,Can't Let Go,Mariah Carey
3203,3203,1992,5,Set Adrift On Memory Bliss,P.M. Dawn
3204,3204,1992,6,Finally,CeCe Peniston
3205,3205,1992,7,When A Man Loves A Woman,Michael Bolton
3206,3206,1992,8,2 Legit 2 Quit,M.C. Hammer
3207,3207,1992,9,Blowing Kisses In The Wind,Paula Abdul
3208,3208,1992,10,Wildside,Marky Mark & The Funky Bunch
3209,3209,1992,11,Addams Groove,M.C. Hammer
3210,3210,1992,12,Don't Let The Sun Go Down On Me,George Michael/Elton John
3211,3211,1992,13,Smells Like Teen Spirit,Nirvana
3212,3212,1992,14,No Son Of Mine,Genesis
3213,3213,1992,15,Keep Coming Back,Richard Marx
3214,3214,1992,16,That's What Love Is For,Amy Grant
3215,3215,1992,17,I Love Your Smile,Shanice
3216,3216,1992,18,O.P.P.,Naughty By Nature
3217,3217,1992,19,Diamonds And Pearls,Prince And The N.P.G.
3218,3218,1992,20,Don't Cry,Guns N' Roses
3219,3219,1992,21,Mysterious Ways,U2
