,Unnamed: 0,year,rank,song,artist
5200,5200,2012,2,We Found Love,Rihanna Featuring Calvin Harris
5201,5201,2012,3,The One That Got Away,Katy Perry
5202,5202,2012,4,It Will Rain,Bruno Mars
5203,5203,2012,5,Ni**as in Paris,Jay Z Kanye West
5204,5204,2012,6,Good Feeling,Flo Rida
5205,5205,2012,7,Set Fire To The Rain,Adele
5206,5206,2012,8,Someone Like You,Adele
5207,5207,2012,9,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock
5208,5208,2012,10,Dance (A$$),Big Sean Featuring Nicki Minaj
5209,5209,2012,11,Stereo Hearts,Gym Class Heroes Featuring Adam Levine
5210,5210,2012,12,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera
5211,5211,2012,13,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen
5212,5212,2012,14,Without You,David Guetta Featuring Usher
5213,5213,2012,15,Headlines,Drake
5214,5214,2012,16,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars
5215,5215,2012,17,Work Out,J. Cole
5216,5216,2012,18,Red Solo Cup,Toby Keith
5217,5217,2012,19,Mistletoe,Justin Bieber
5218,5218,2012,20,Pumped Up Kicks,Foster The People
5219,5219,2012,21,The Motto,Drake Featuring Lil Wayne
