,Unnamed: 0,year,rank,song,artist
4320,4320,2003,22,When The Last Time,Clipse
4321,4321,2003,23,dontchange,Musiq
4322,4322,2003,24,Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer
4323,4323,2003,25,Mesmerize,Ja Rule Featuring Ashanti
4324,4324,2003,26,I Should Be...,Dru Hill
4325,4325,2003,27,One Last Breath,Creed
4326,4326,2003,28,19 Somethin',Mark Wills
4327,4327,2003,29,Satisfaction,Eve
4328,4328,2003,30,Fabulous,Jaheim Featuring Tha Rayne
4329,4329,2003,31,Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya"
4330,4330,2003,32,Ignition,R. Kelly
4331,4331,2003,33,She'll Leave You With A Smile,George Strait
4332,4332,2003,34,Who's Your Daddy?,Toby Keith
4333,4333,2003,35,Luv U Better,LL Cool J
4334,4334,2003,36,When I'm Gone,3 Doors Down
4335,4335,2003,37,Dilemma,Nelly Featuring Kelly Rowland
4336,4336,2003,38,These Days,Rascal Flatts
4337,4337,2003,39,Made You Look,Nas
4338,4338,2003,40,Do That...,Baby Featuring P. Diddy
4339,4339,2003,41,Lifestyles Of The Rich And Famous,Good Charlotte
